# Entropy Sorting merger, performed at 12-09-2025 15:47:07
# star_mass = 17.2005276668275151
# num_shells = 3904
# chemical_species = h1, he3, he4, c12, n14, o16
id      mass                      dm                        density                   entropy                   passive_scalar            mean_mu                   h1                        he3                       he4                       c12                       n14                       o16                       
237     1.7740596533677888e+00    8.3874901377241073e-03    4.4667420355983749e+00    1.4723669874962845e+09    1.0000000000000000e+00    7.7401579561209821e-01    4.4327895875252721e-01    3.8420709891692799e-08    5.4288539548131398e-01    9.8889775668098187e-05    8.7373944577969157e-03    6.0457585145237908e-04    
238     1.7815048961392708e+00    7.4452427714819603e-03    6.5666343801725819e+00    1.4723676556102498e+09    1.0000000000000000e+00    7.7401579614209526e-01    4.4327895803476786e-01    3.8420290040482182e-08    5.4288539620689169e-01    9.8889818583497788e-05    8.7373944094494872e-03    6.0457584948604909e-04    
239     1.7879004897471693e+00    6.3955936078984718e-03    7.2641470958869157e+00    1.4723676717363472e+09    1.0000000000000000e+00    7.7401579633532336e-01    4.4327895777223564e-01    3.8420095837929689e-08    5.4288539647654233e-01    9.8889859540684228e-05    8.7373943623525029e-03    6.0457584870159359e-04    
240     1.7936070095055714e+00    5.7065197584019759e-03    7.6225278364811393e+00    1.4723677356431222e+09    1.0000000000000000e+00    7.7401579643449681e-01    4.4327895763723674e-01    3.8419990632338311e-08    5.4288539661646706e-01    9.8889888145670487e-05    8.7373943293518486e-03    6.0457584827664466e-04    
241     1.7993135292639735e+00    5.7065197584019759e-03    7.6367070947009825e+00    1.4723687090954790e+09    1.0000000000000000e+00    7.7401579643837404e-01    4.4327895763195502e-01    3.8419986456806693e-08    5.4288539662196078e-01    9.8889889380204541e-05    8.7373943279264055e-03    6.0457584825967625e-04    
242     1.8057091228718720e+00    6.3955936078984718e-03    7.2507625751005911e+00    1.4723689873020318e+09    1.0000000000000000e+00    7.7401579633159523e-01    4.4327895777730708e-01    3.8420099728391442e-08    5.4288539647130363e-01    9.8889858572670649e-05    8.7373943634681556e-03    6.0457584871724524e-04    
243     1.8114156426302741e+00    5.7065197584019759e-03    7.6509953829490494e+00    1.4723697314755013e+09    1.0000000000000000e+00    7.7401579644227558e-01    4.4327895762663977e-01    3.8419982250669683e-08    5.4288539662749091e-01    9.8889890631674308e-05    8.7373943264813236e-03    6.0457584824257274e-04    
244     1.8198031327679982e+00    8.3874901377241073e-03    4.4578063767718650e+00    1.4723699644398320e+09    1.0000000000000000e+00    7.7401579560980072e-01    4.4327895875563400e-01    3.8420711257982487e-08    5.4288539547819581e-01    9.8889775613422170e-05    8.7373944578535215e-03    6.0457585146058801e-04    
245     1.8261987263758968e+00    6.3955936078984718e-03    7.2374493685668781e+00    1.4723703870032566e+09    1.0000000000000000e+00    7.7401579632788642e-01    4.4327895778235199e-01    3.8420103593741766e-08    5.4288539646609368e-01    9.8889857617091717e-05    8.7373943645693928e-03    6.0457584873279389e-04    
246     1.8319052461342988e+00    5.7065197584019759e-03    7.6653958819807411e+00    1.4723708008884914e+09    1.0000000000000000e+00    7.7401579644620189e-01    4.4327895762129049e-01    3.8419978013355356e-08    5.4288539663305813e-01    9.8889891900453471e-05    8.7373943250161675e-03    6.0457584822533165e-04    
247     1.8373332565375589e+00    5.4280104032601063e-03    7.6795581496622640e+00    1.4723718757794385e+09    1.0000000000000000e+00    7.7401579645005714e-01    4.4327895761603769e-01    3.8419973848445597e-08    5.4288539663852642e-01    9.8889893155536788e-05    8.7373943235667419e-03    6.0457584820837375e-04    
248     1.8439196721920801e+00    6.5864156545212419e-03    7.2240083131927424e+00    1.4723718927252975e+09    1.0000000000000000e+00    7.7401579632414141e-01    4.4327895778744564e-01    3.8420107491593101e-08    5.4288539646083456e-01    9.8889856659661768e-05    8.7373943656726769e-03    6.0457584874847156e-04    
249     1.8513649149635620e+00    7.4452427714819603e-03    6.5790215792521165e+00    1.4723723535929890e+09    1.0000000000000000e+00    7.7401579614548210e-01    4.4327895803017092e-01    3.8420286781888849e-08    5.4288539621158816e-01    9.8889819150900005e-05    8.7373944087991776e-03    6.0457584947272457e-04    
250     1.8597524051012861e+00    8.3874901377241073e-03    4.4488840365189972e+00    1.4723728449368198e+09    1.0000000000000000e+00    7.7401579560748424e-01    4.4327895875876672e-01    3.8420712631785899e-08    5.4288539547505166e-01    9.8889775558835829e-05    8.7373944579099642e-03    6.0457585146886416e-04    
251     1.8651804155045462e+00    5.4280104032601063e-03    7.6934734117739687e+00    1.4723729751321428e+09    1.0000000000000000e+00    7.7401579645383933e-01    4.4327895761088421e-01    3.8419969758418672e-08    5.4288539664389268e-01    9.8889894395595219e-05    8.7373943221345889e-03    6.0457584819171000e-04    
252     1.8717668311590674e+00    6.5864156545212419e-03    7.2104427374779547e+00    1.4723734852885623e+09    1.0000000000000000e+00    7.7401579632036133e-01    4.4327895779258686e-01    3.8420111420777402e-08    5.4288539645552769e-01    9.8889855700898344e-05    8.7373943667774078e-03    6.0457584876427359e-04    
253     1.8771948415623274e+00    5.4280104032601063e-03    7.7074995376913575e+00    1.4723741119987559e+09    1.0000000000000000e+00    7.7401579645764540e-01    4.4327895760569785e-01    3.8419965638540904e-08    5.4288539664929480e-01    9.8889895652383620e-05    8.7373943206830330e-03    6.0457584817491343e-04    
254     1.8837812572168486e+00    6.5864156545212419e-03    7.1969485828338273e+00    1.4723751420529699e+09    1.0000000000000000e+00    7.7401579631660078e-01    4.4327895779770105e-01    3.8420115324330096e-08    5.4288539645024991e-01    9.8889854754654488e-05    8.7373943678676243e-03    6.0457584877997121e-04    
255     1.8892092676201087e+00    5.4280104032601063e-03    7.7216398956598686e+00    1.4723752847298255e+09    1.0000000000000000e+00    7.7401579646147578e-01    4.4327895760047803e-01    3.8419961488232530e-08    5.4288539665473323e-01    9.8889896926277723e-05    8.7373943192116388e-03    6.0457584815798112e-04    
256     1.8975967577578328e+00    8.3874901377241073e-03    4.4399749587770838e+00    1.4723756256613803e+09    1.0000000000000000e+00    7.7401579560514588e-01    4.4327895876192891e-01    3.8420714014675877e-08    5.4288539547187786e-01    9.8889775504277909e-05    8.7373944579663063e-03    6.0457585147721718e-04    
257     1.9030247681610928e+00    5.4280104032601063e-03    7.7358980390459600e+00    1.4723764916682651e+09    1.0000000000000000e+00    7.7401579646533114e-01    4.4327895759522401e-01    3.8419957306888711e-08    5.4288539666020874e-01    9.8889898217668695e-05    8.7373943177199535e-03    6.0457584814091003e-04    
258     1.9096111838156140e+00    6.5864156545212419e-03    7.1835245178934528e+00    1.4723768547774611e+09    1.0000000000000000e+00    7.7401579631285955e-01    4.4327895780278870e-01    3.8420119202572658e-08    5.4288539644500078e-01    9.8889853820715703e-05    8.7373943689435726e-03    6.0457584879556616e-04    
259     1.9170564265870960e+00    7.4452427714819603e-03    6.5914526347054556e+00    1.4723768688959875e+09    1.0000000000000000e+00    7.7401579614888383e-01    4.4327895802555434e-01    3.8420283503713298e-08    5.4288539621630538e-01    9.8889819725702256e-05    8.7373944081402966e-03    6.0457584945932991e-04    
260     1.9224844369903560e+00    5.4280104032601063e-03    7.7502777212578353e+00    1.4723777311479831e+09    1.0000000000000000e+00    7.7401579646921181e-01    4.4327895758993502e-01    3.8419953093877758e-08    5.4288539666572233e-01    9.8889899526964127e-05    8.7373943162075019e-03    6.0457584812369691e-04    
261     1.9308719271280801e+00    8.3874901377241073e-03    4.4310790878768467e+00    1.4723783034108942e+09    1.0000000000000000e+00    7.7401579560278255e-01    4.4327895876512502e-01    3.8420715408486121e-08    5.4288539546867021e-01    9.8889775449678246e-05    8.7373944580226189e-03    6.0457585148565877e-04    
262     1.9374583427826013e+00    6.5864156545212419e-03    7.1701692548496947e+00    1.4723786153239274e+09    1.0000000000000000e+00    7.7401579630913775e-01    4.4327895780785009e-01    3.8420123055818530e-08    5.4288539643977995e-01    9.8889852898872900e-05    8.7373943700054992e-03    6.0457584881105973e-04    
263     1.9428863531858613e+00    5.4280104032601063e-03    7.7647829122680188e+00    1.4723790014924049e+09    1.0000000000000000e+00    7.7401579647311836e-01    4.4327895758461033e-01    3.8419948848539163e-08    5.4288539667127467e-01    9.8889900854589189e-05    8.7373943146737947e-03    6.0457584810633884e-04    
264     1.9483143635891214e+00    5.4280104032601063e-03    7.7794178169593984e+00    1.4723803010128117e+09    1.0000000000000000e+00    7.7401579647705165e-01    4.4327895757924907e-01    3.8419944570181550e-08    5.4288539667686686e-01    9.8889902200987754e-05    8.7373943131183150e-03    6.0457584808883201e-04    
265     1.9549007792436426e+00    6.5864156545212419e-03    7.1568815474452583e+00    1.4723804156511629e+09    1.0000000000000000e+00    7.7401579630543438e-01    4.4327895781288573e-01    3.8420126884373425e-08    5.4288539643458700e-01    9.8889851988922251e-05    8.7373943710536400e-03    6.0457584882645367e-04    
266     1.9632882693813667e+00    8.3874901377241073e-03    4.4221963685376728e+00    1.4723808751062334e+09    1.0000000000000000e+00    7.7401579560039024e-01    4.4327895876836027e-01    3.8420716815376592e-08    5.4288539546542336e-01    9.8889775394955500e-05    8.7373944580789870e-03    6.0457585149420240e-04    
267     1.9707335121528486e+00    7.4452427714819603e-03    6.6039280858545366e+00    1.4723811904394839e+09    1.0000000000000000e+00    7.7401579615229954e-01    4.4327895802091799e-01    3.8420280205778316e-08    5.4288539622104381e-01    9.8889820308014693e-05    8.7373944074727143e-03    6.0457584944586423e-04    
268     1.9773199278073699e+00    6.5864156545212419e-03    7.1436601890803999e+00    1.4723822478093383e+09    1.0000000000000000e+00    7.7401579630174977e-01    4.4327895781789572e-01    3.8420130688535657e-08    5.4288539642942146e-01    9.8889851090664925e-05    8.7373943720882221e-03    6.0457584884174927e-04    
269     1.9872067251754504e+00    9.8867973680805687e-03    7.8002419140803694e+00    1.4723824711237493e+09    1.0000000000000000e+00    7.7401579648263874e-01    4.4327895757163305e-01    3.8419938487011992e-08    5.4288539668481306e-01    9.8889904127518629e-05    8.7373943108924931e-03    6.0457584806392008e-04    
270     1.9934903235944823e+00    6.2835984190318644e-03    4.4144404655390925e+00    1.4723829780880370e+09    1.0000000000000000e+00    7.7401579559826883e-01    4.4327895877122925e-01    3.8420718059508836e-08    5.4288539546254422e-01    9.8889775346904622e-05    8.7373944581284179e-03    6.0457585150177793e-04    
271     2.0000767392490024e+00    6.5864156545201212e-03    7.1305040110327944e+00    1.4723841039345758e+09    1.0000000000000000e+00    7.7401579629808381e-01    4.4327895782288051e-01    3.8420134468596393e-08    5.4288539642428324e-01    9.8889850203906987e-05    8.7373943731094746e-03    6.0457584885694805e-04    
272     2.0063603376680343e+00    6.2835984190318644e-03    4.4078029959444072e+00    1.4723847603893330e+09    1.0000000000000000e+00    7.7401579559643008e-01    4.4327895877371570e-01    3.8420719135514442e-08    5.4288539546004888e-01    9.8889775305566514e-05    8.7373944581709013e-03    6.0457585150834289e-04    
273     2.0162471350361137e+00    9.8867973680794481e-03    7.8276106489480659e+00    1.4723849691769934e+09    1.0000000000000000e+00    7.7401579648994578e-01    4.4327895756167146e-01    3.8419930517195088e-08    5.4288539669521230e-01    9.8889906681082259e-05    8.7373943079419383e-03    6.0457584803123225e-04    
274     2.0235774672854223e+00    7.3303322493084595e-03    6.6163519853043669e+00    1.4723852723997450e+09    1.0000000000000000e+00    7.7401579615570371e-01    4.4327895801629758e-01    3.8420276913507985e-08    5.4288539622576681e-01    9.8889820893397103e-05    8.7373944068015220e-03    6.0457584943243118e-04    
275     2.0303388171913510e+00    6.7613499059288422e-03    7.1172378000195335e+00    1.4723860075845938e+09    1.0000000000000000e+00    7.7401579629438710e-01    4.4327895782790633e-01    3.8420138274722610e-08    5.4288539641910383e-01    9.8889849316833288e-05    8.7373943741310030e-03    6.0457584887225200e-04    
276     2.0366224156103829e+00    6.2835984190318644e-03    4.4011728271991846e+00    1.4723864789627104e+09    1.0000000000000000e+00    7.7401579559456735e-01    4.4327895877623480e-01    3.8420720223325445e-08    5.4288539545752090e-01    9.8889775263995112e-05    8.7373944582135824e-03    6.0457585151499338e-04    
277     2.0465092129784601e+00    9.8867973680772069e-03    7.8554792444295929e+00    1.4723875396490564e+09    1.0000000000000000e+00    7.7401579649735031e-01    4.4327895755157554e-01    3.8419922426758338e-08    5.4288539670575764e-01    9.8889909303986445e-05    8.7373943049109653e-03    6.0457584799799625e-04    
278     2.0532705628843888e+00    6.7613499059288422e-03    7.1038642675970385e+00    1.4723879384438667e+09    1.0000000000000000e+00    7.7401579629066108e-01    4.4327895783297216e-01    3.8420142105928810e-08    5.4288539641388445e-01    9.8889848429855351e-05    8.7373943751523301e-03    6.0457584888765732e-04    
279     2.0595541613034207e+00    6.2835984190318644e-03    4.3945499366143501e+00    1.4723881326960464e+09    1.0000000000000000e+00    7.7401579559267719e-01    4.4327895877879075e-01    3.8420721324727177e-08    5.4288539545495607e-01    9.8889775222125894e-05    8.7373944582565255e-03    6.0457585152174037e-04    
280     2.0668844935527293e+00    7.3303322493084595e-03    6.6287232541908718e+00    1.4723891158891482e+09    1.0000000000000000e+00    7.7401579615909577e-01    4.4327895801169342e-01    3.8420273627336940e-08    5.4288539623047394e-01    9.8889821481725995e-05    8.7373944061268621e-03    6.0457584941903217e-04    
281     2.0731680919717612e+00    6.2835984190318644e-03    4.3879343016154637e+00    1.4723897205164628e+09    1.0000000000000000e+00    7.7401579559075628e-01    4.4327895878138862e-01    3.8420722441842191e-08    5.4288539545234926e-01    9.8889775179882518e-05    8.7373944582998103e-03    6.0457585152859752e-04    
282     2.0799294418776899e+00    6.7613499059288422e-03    7.0905559073424218e+00    1.4723898698714452e+09    1.0000000000000000e+00    7.7401579628695349e-01    4.4327895783801241e-01    3.8420145912625676e-08    5.4288539640869260e-01    9.8889847554404042e-05    8.7373943761602964e-03    6.0457584890296495e-04    
283     2.0898162392457671e+00    9.8867973680772069e-03    7.8838839585571234e+00    1.4723901716707065e+09    1.0000000000000000e+00    7.7401579650485741e-01    4.4327895754133867e-01    3.8419914210147063e-08    5.4288539671645619e-01    9.8889911999739110e-05    8.7373943017955043e-03    6.0457584796418486e-04    
284     2.0960998376647990e+00    6.2835984190318644e-03    4.3813258997424427e+00    1.4723912413904059e+09    1.0000000000000000e+00    7.7401579558879952e-01    4.4327895878403456e-01    3.8420723577227494e-08    5.4288539544969416e-01    9.8889775137173558e-05    8.7373944583435253e-03    6.0457585153558075e-04    
285     2.1028611875707277e+00    6.7613499059288422e-03    7.0773116034343087e+00    1.4723917936840637e+09    1.0000000000000000e+00    7.7401579628326445e-01    4.4327895784302745e-01    3.8420149695099761e-08    5.4288539640352784e-01    9.8889846690289001e-05    8.7373943771551204e-03    6.0457584891817641e-04    
286     2.1091447859897596e+00    6.2835984190318644e-03    4.3747247085472249e+00    1.4723926943865633e+09    1.0000000000000000e+00    7.7401579558680189e-01    4.4327895878673607e-01    3.8420724734011080e-08    5.4288539544698344e-01    9.8889775093887668e-05    8.7373944583877886e-03    6.0457585154271014e-04    
287     2.1164751182390682e+00    7.3303322493084595e-03    6.6411391845093304e+00    1.4723927388686323e+09    1.0000000000000000e+00    7.7401579616250216e-01    4.4327895800706951e-01    3.8420270321483370e-08    5.4288539623520216e-01    9.8889822077665227e-05    8.7373944054433862e-03    6.0457584940556183e-04    
288     2.1263619156071476e+00    9.8867973680794481e-03    7.9128659630200708e+00    1.4723928540442348e+09    1.0000000000000000e+00    7.7401579651247199e-01    4.4327895753095381e-01    3.8419905861208244e-08    5.4288539672731584e-01    9.8889914772201898e-05    8.7373942985910814e-03    6.0457584792976752e-04    
289     2.1331232655130763e+00    6.7613499059288422e-03    7.0641302736918261e+00    1.4723937017682741e+09    1.0000000000000000e+00    7.7401579627959338e-01    4.4327895784801763e-01    3.8420153453631077e-08    5.4288539639838984e-01    9.8889845837324384e-05    8.7373943781370207e-03    6.0457584893329279e-04    
290     2.1394068639321069e+00    6.2835984190307429e-03    4.3681307043291477e+00    1.4723940794514298e+09    1.0000000000000000e+00    7.7401579558475619e-01    4.4327895878950246e-01    3.8420725916089722e-08    5.4288539544420755e-01    9.8889775049886664e-05    8.7373944584327352e-03    6.0457585155000997e-04    
291     2.1456846778352712e+00    6.2778139031644713e-03    4.3615468974329215e+00    1.4723953963901513e+09    1.0000000000000000e+00    7.7401579558265465e-01    4.4327895879234436e-01    3.8420727127867325e-08    5.4288539544135606e-01    9.8889775005015751e-05    8.7373944584785233e-03    6.0457585155750853e-04    
292     2.1555714752033506e+00    9.8867973680794481e-03    7.9424723554087509e+00    1.4723955751646159e+09    1.0000000000000000e+00    7.7401579652020036e-01    4.4327895752041258e-01    3.8419897373083079e-08    5.4288539673834557e-01    9.8889917625650373e-05    8.7373942952927320e-03    6.0457584789471049e-04    
293     2.1623328251092793e+00    6.7613499059288422e-03    7.0510108681434387e+00    1.4723955860761468e+09    1.0000000000000000e+00    7.7401579627594030e-01    4.4327895785298321e-01    3.8420157188493289e-08    5.4288539639327837e-01    9.8889844995328640e-05    8.7373943791062038e-03    6.0457584894831572e-04    
294     2.1696631573585878e+00    7.3303322493084595e-03    6.6536003379721427e+00    1.4723961302806108e+09    1.0000000000000000e+00    7.7401579616592320e-01    4.4327895800242562e-01    3.8420266995766686e-08    5.4288539623995169e-01    9.8889822681328153e-05    8.7373944047509609e-03    6.0457584939201938e-04    
295     2.1759409712617521e+00    6.2778139031644713e-03    4.3549732442032090e+00    1.4723966460571437e+09    1.0000000000000000e+00    7.7401579558048594e-01    4.4327895879527712e-01    3.8420728375762817e-08    5.4288539543841341e-01    9.8889774959048154e-05    8.7373944585253834e-03    6.0457585156524615e-04    
296     2.1827023211676808e+00    6.7613499059288422e-03    7.0379523676718536e+00    1.4723974386210141e+09    1.0000000000000000e+00    7.7401579627230510e-01    4.4327895785792448e-01    3.8420160899954011e-08    5.4288539638819289e-01    9.8889844164124475e-05    8.7373943800628778e-03    6.0457584896324626e-04    
297     2.1889801350708451e+00    6.2778139031644713e-03    4.3484066916496662e+00    1.4723978293818564e+09    1.0000000000000000e+00    7.7401579557823352e-01    4.4327895879832308e-01    3.8420729669087683e-08    5.4288539543535719e-01    9.8889774911654926e-05    8.7373944585736434e-03    6.0457585157328161e-04    
298     2.1988669324389245e+00    9.8867973680794481e-03    7.9727574607003078e+00    1.4723983229212677e+09    1.0000000000000000e+00    7.7401579652804897e-01    4.4327895750970597e-01    3.8419888738071595e-08    5.4288539674955505e-01    9.8889920564849455e-05    8.7373942918949343e-03    6.0457584785897584e-04    
299     2.2051447463420888e+00    6.2778139031644713e-03    4.3418472157117485e+00    1.4723989467559609e+09    1.0000000000000000e+00    7.7401579557587530e-01    4.4327895880151186e-01    3.8420731020209532e-08    5.4288539543215775e-01    9.8889774862400814e-05    8.7373944586237456e-03    6.0457585158169317e-04    
300     2.2119060962480175e+00    6.7613499059288422e-03    7.0249537827348441e+00    1.4723992514734728e+09    1.0000000000000000e+00    7.7401579626868711e-01    4.4327895786284177e-01    3.8420164588274932e-08    5.4288539638313338e-01    9.8889843343538648e-05    8.7373943810072421e-03    6.0457584897808574e-04    
301     2.2192364284973261e+00    7.3303322493084595e-03    6.6661072889010198e+00    1.4723992789381757e+09    1.0000000000000000e+00    7.7401579616935900e-01    4.4327895799776151e-01    3.8420263650003267e-08    5.4288539624472276e-01    9.8889823292830294e-05    8.7373944040494561e-03    6.0457584937840408e-04    
302     2.2255142424004903e+00    6.2778139031644713e-03    4.3352947924737197e+00    1.4723999985213628e+09    1.0000000000000000e+00    7.7401579557337863e-01    4.4327895880488793e-01    3.8420732447664845e-08    5.4288539542877068e-01    9.8889774810633738e-05    8.7373944586763494e-03    6.0457585159059816e-04    
303     2.2317920563036546e+00    6.2778139031644713e-03    4.3287493981641321e+00    1.4724009849703286e+09    1.0000000000000000e+00    7.7401579557084699e-01    4.4327895880831164e-01    3.8420733892182313e-08    5.4288539542533565e-01    9.8889774758518958e-05    8.7373944587292481e-03    6.0457585159962772e-04    
304     2.2387140291050351e+00    6.9219728013805940e-03    7.0118602618581436e+00    1.4724010431186278e+09    1.0000000000000000e+00    7.7401579626504369e-01    4.4327895786779359e-01    3.8420168297250255e-08    5.4288539637803934e-01    9.8889842523778969e-05    8.7373943819505692e-03    6.0457584899301076e-04    
305     2.2486008264731145e+00    9.8867973680794481e-03    8.0037845313589937e+00    1.4724010865646992e+09    1.0000000000000000e+00    7.7401579653602515e-01    4.4327895749882368e-01    3.8419879947459755e-08    5.4288539676095582e-01    9.8889923595149004e-05    8.7373942883914816e-03    6.0457584782252084e-04    
306     2.2548786403762788e+00    6.2778139031644713e-03    4.3222110091531176e+00    1.4724019063462384e+09    1.0000000000000000e+00    7.7401579556834710e-01    4.4327895881169244e-01    3.8420735315627050e-08    5.4288539542194381e-01    9.8889774707429644e-05    8.7373944587810521e-03    6.0457585160854366e-04    
307     2.2622089726255874e+00    7.3303322493084595e-03    6.6786606246392157e+00    1.4724021735209160e+09    1.0000000000000000e+00    7.7401579617280947e-01    4.4327895799307704e-01    3.8420260284006375e-08    5.4288539624951548e-01    9.8889823912289435e-05    8.7373944033387330e-03    6.0457584936471505e-04    
308     2.2684867865287517e+00    6.2778139031644713e-03    4.3156796019489603e+00    1.4724027628441811e+09    1.0000000000000000e+00    7.7401579556587830e-01    4.4327895881503060e-01    3.8420736718135344e-08    5.4288539541859482e-01    9.8889774657351268e-05    8.7373944588317754e-03    6.0457585161734619e-04    
309     2.2754087593301322e+00    6.9219728013805940e-03    6.9986740351211223e+00    1.4724027921777248e+09    1.0000000000000000e+00    7.7401579626137540e-01    4.4327895787277893e-01    3.8420172026045454e-08    5.4288539637291200e-01    9.8889841705172285e-05    8.7373943828924772e-03    6.0457584900801818e-04    
310     2.2836907188728648e+00    8.2819595427325986e-03    8.0330499315226227e+00    1.4724034896644225e+09    1.0000000000000000e+00    7.7401579654347941e-01    4.4327895748865226e-01    3.8419871718184325e-08    5.4288539677161862e-01    9.8889926468780174e-05    8.7373942850688391e-03    6.0457584778831795e-04    
311     2.2920572810665201e+00    8.3665621936552283e-03    4.3080684678011840e+00    1.4724037368950384e+09    1.0000000000000000e+00    7.7401579556303568e-01    4.4327895881887447e-01    3.8420738329702916e-08    5.4288539541473846e-01    9.8889774600104241e-05    8.7373944588896944e-03    6.0457585162748153e-04    
312     2.2989792538679006e+00    6.9219728013805940e-03    6.9855476333562141e+00    1.4724044747356050e+09    1.0000000000000000e+00    7.7401579625772465e-01    4.4327895787774002e-01    3.8420175731385404e-08    5.4288539636781064e-01    9.8889840897167837e-05    8.7373943838220999e-03    6.0457584902293409e-04    
313     2.3063095861172092e+00    7.3303322493084595e-03    6.6912609459824308e+00    1.4724048025707140e+09    1.0000000000000000e+00    7.7401579617627536e-01    4.4327895798837191e-01    3.8420256897586089e-08    5.4288539625433030e-01    9.8889824539825612e-05    8.7373944026186492e-03    6.0457584935095122e-04    
314     2.3146761483108644e+00    8.3665621936552283e-03    4.2993759596094838e+00    1.4724054152098620e+09    1.0000000000000000e+00    7.7401579555984357e-01    4.4327895882319124e-01    3.8420740134465627e-08    5.4288539541040792e-01    9.8889774536432639e-05    8.7373944589540179e-03    6.0457585163886261e-04    
315     2.3229581078535970e+00    8.2819595427325986e-03    8.0603539878511636e+00    1.4724058768895926e+09    1.0000000000000000e+00    7.7401579655042663e-01    4.4327895747917173e-01    3.8419864037851506e-08    5.4288539678156278e-01    9.8889929180404759e-05    8.7373942819332640e-03    6.0457584775633409e-04    
316     2.3298800806549775e+00    6.9219728013805940e-03    6.9724801106462415e+00    1.4724060824930742e+09    1.0000000000000000e+00    7.7401579625409167e-01    4.4327895788267718e-01    3.8420179413527517e-08    5.4288539636273503e-01    9.8889840099595949e-05    8.7373943847396281e-03    6.0457584903775969e-04    
317     2.3372104129042861e+00    7.3303322493084595e-03    6.7039088676253291e+00    1.4724071544923067e+09    1.0000000000000000e+00    7.7401579617975613e-01    4.4327895798364603e-01    3.8420253490549166e-08    5.4288539625916732e-01    9.8889825175561176e-05    8.7373944018890679e-03    6.0457584933711192e-04    
318     2.3441323857056666e+00    6.9219728013805940e-03    6.9594705474994232e+00    1.4724076071946299e+09    1.0000000000000000e+00    7.7401579625047556e-01    4.4327895788759070e-01    3.8420183072723759e-08    5.4288539635768474e-01    9.8889839312290683e-05    8.7373943856452561e-03    6.0457584905249616e-04    
319     2.3524989478993219e+00    8.3665621936552283e-03    4.2906861622397905e+00    1.4724077193714449e+09    1.0000000000000000e+00    7.7401579555670685e-01    4.4327895882743307e-01    3.8420741902883220e-08    5.4288539540615255e-01    9.8889774474468669e-05    8.7373944590165269e-03    6.0457585165004496e-04    
320     2.3607809074420545e+00    8.2819595427325986e-03    8.0883484655183704e+00    1.4724083345509191e+09    1.0000000000000000e+00    7.7401579655754305e-01    4.4327895746945867e-01    3.8419856158822975e-08    5.4288539679175674e-01    9.8889931993540958e-05    8.7373942786800416e-03    6.0457584772345533e-04    
321     2.3677028802434350e+00    6.9219728013805940e-03    6.9465180498069374e+00    1.4724090406250329e+09    1.0000000000000000e+00    7.7401579624687677e-01    4.4327895789248084e-01    3.8420186709220881e-08    5.4288539635265964e-01    9.8889838535089788e-05    8.7373943865391712e-03    6.0457584906714471e-04    
322     2.3749082872226808e+00    7.2054069792458608e-03    6.7164969679358446e+00    1.4724092018945110e+09    1.0000000000000000e+00    7.7401579618322258e-01    4.4327895797893951e-01    3.8420250091908147e-08    5.4288539626398535e-01    9.8889825814132864e-05    8.7373944011561403e-03    6.0457584932331458e-04    
323     2.3818302600240613e+00    6.9219728013805940e-03    6.9336217478528308e+00    1.4724103746060481e+09    1.0000000000000000e+00    7.7401579624329475e-01    4.4327895789734789e-01    3.8420190323260539e-08    5.4288539634765931e-01    9.8889837767834551e-05    8.7373943874215626e-03    6.0457584908170674e-04    
324     2.3901968222177166e+00    8.3665621936552283e-03    4.2819991059146316e+00    1.4724106467043993e+09    1.0000000000000000e+00    7.7401579555362487e-01    4.4327895883160023e-01    3.8420743635273815e-08    5.4288539540197223e-01    9.8889774414179831e-05    8.7373944590772527e-03    6.0457585166102902e-04    
325     2.3984787817604492e+00    8.2819595427325986e-03    8.1171055469850302e+00    1.4724108911060877e+09    1.0000000000000000e+00    7.7401579656484398e-01    4.4327895745949270e-01    3.8419848064067012e-08    5.4288539680222225e-01    9.8889934916943729e-05    8.7373942752990257e-03    6.0457584768960340e-04    
326     2.4056841887396940e+00    7.2054069792447401e-03    6.7290239559374410e+00    1.4724109668180411e+09    1.0000000000000000e+00    7.7401579618667427e-01    4.4327895797425293e-01    3.8420246702174737e-08    5.4288539626878396e-01    9.8889826455381231e-05    8.7373944004200520e-03    6.0457584930956104e-04    
327     2.4126061615410745e+00    6.9219728013805940e-03    6.9207807953737426e+00    1.4724116009934144e+09    1.0000000000000000e+00    7.7401579623972927e-01    4.4327895790219213e-01    3.8420193915079479e-08    5.4288539634268340e-01    9.8889837010369660e-05    8.7373943882926037e-03    6.0457584909618322e-04    
328     2.4198115685203194e+00    7.2054069792447401e-03    6.7415987731299900e+00    1.4724124729469049e+09    1.0000000000000000e+00    7.7401579619014105e-01    4.4327895796954564e-01    3.8420243291946440e-08    5.4288539627360455e-01    9.8889827104917658e-05    8.7373943996743586e-03    6.0457584929573182e-04    
329     2.4268811821149319e+00    7.0696135946125916e-03    6.9078578344395360e+00    1.4724127279666033e+09    1.0000000000000000e+00    7.7401579623614269e-01    4.4327895790706517e-01    3.8420197522980703e-08    5.4288539633767896e-01    9.8889836254567853e-05    8.7373943891616464e-03    6.0457584911072855e-04    
330     2.4351631416576645e+00    8.2819595427325986e-03    8.1467118497909929e+00    1.4724135795822697e+09    1.0000000000000000e+00    7.7401579657234698e-01    4.4327895744924956e-01    3.8419839733465305e-08    5.4288539681298542e-01    9.8889937960897246e-05    8.7373942717782985e-03    6.0457584765468569e-04    
