# Entropy Sorting merger, performed at 12-09-2025 15:47:07
# star_mass = 17.2005276668275151
# num_shells = 3904
# chemical_species = h1, he3, he4, c12, n14, o16
id      mass                      dm                        density                   entropy                   passive_scalar            mean_mu                   h1                        he3                       he4                       c12                       n14                       o16                       
20      1.7146018221564799e-01    8.2152985972027345e-03    5.5432554534037504e+00    1.4720758135482767e+09    1.0000000000000000e+00    7.7401579587261193e-01    4.4327895840003528e-01    3.8420528175365214e-08    5.4288539583605011e-01    9.8889787335261706e-05    8.7373944450105153e-03    6.0457585050919139e-04    
21      1.7956436949108412e-01    8.1041872754361397e-03    5.7715366028742325e+00    1.4720761074085901e+09    1.0000000000000000e+00    7.7401579593072523e-01    4.4327895832133513e-01    3.8420480696204752e-08    5.4288539591560570e-01    9.8889792021049664e-05    8.7373944397321907e-03    6.0457585029384336e-04    
22      1.8777966808828686e-01    8.2152985972027345e-03    5.5325843349091892e+00    1.4720767022631638e+09    1.0000000000000000e+00    7.7401579586992608e-01    4.4327895840367160e-01    3.8420530312457265e-08    5.4288539583237816e-01    9.8889787141398443e-05    8.7373944452280288e-03    6.0457585051908755e-04    
23      1.9588385536372299e-01    8.1041872754361397e-03    5.7826116704653403e+00    1.4720770311420465e+09    1.0000000000000000e+00    7.7401579593357606e-01    4.4327895831747338e-01    3.8420478307494535e-08    5.4288539591951357e-01    9.8889792276228260e-05    8.7373944394437825e-03    6.0457585028321579e-04    
24      2.0409915396092573e-01    8.2152985972027345e-03    5.5219366094540741e+00    1.4720776689341547e+09    1.0000000000000000e+00    7.7401579586724911e-01    4.4327895840729609e-01    3.8420532437514712e-08    5.4288539582871842e-01    9.8889786950061195e-05    8.7373944454426280e-03    6.0457585052894718e-04    
25      2.1217807237644282e-01    8.0789184155170869e-03    5.7936963750266353e+00    1.4720780386671088e+09    1.0000000000000000e+00    7.7401579593643233e-01    4.4327895831360431e-01    3.8420475908848325e-08    5.4288539592342944e-01    9.8889792534369357e-05    8.7373944391519395e-03    6.0457585027256198e-04    
26      2.2039337097364556e-01    8.2152985972027345e-03    5.5113121156466027e+00    1.4720787123200061e+09    1.0000000000000000e+00    7.7401579586458080e-01    4.4327895841090881e-01    3.8420534550617222e-08    5.4288539582507089e-01    9.8889786761215714e-05    8.7373944456543527e-03    6.0457585053877048e-04    
27      2.2847228938916153e-01    8.0789184155159663e-03    5.8047907115218207e+00    1.4720791324110248e+09    1.0000000000000000e+00    7.7401579593929382e-01    4.4327895830972786e-01    3.8420473500256895e-08    5.4288539592735330e-01    9.8889792795498149e-05    8.7373944388566341e-03    6.0457585026188173e-04    
28      2.3672343566441487e-01    8.2511462752533331e-03    5.5006875343914512e+00    1.4720798346872542e+09    1.0000000000000000e+00    7.7401579586191538e-01    4.4327895841451775e-01    3.8420536656428261e-08    5.4288539582142747e-01    9.8889786574421666e-05    8.7373944458636974e-03    6.0457585054857904e-04    
29      2.4480235407993084e-01    8.0789184155159663e-03    5.8159122199320379e+00    1.4720803145332396e+09    1.0000000000000000e+00    7.7401579594216552e-01    4.4327895830583797e-01    3.8420471077879681e-08    5.4288539593129093e-01    9.8889793060064472e-05    8.7373944385573561e-03    6.0457585025115842e-04    
30      2.5305350035518415e-01    8.2511462752533331e-03    5.4900629681430715e+00    1.4720810328806915e+09    1.0000000000000000e+00    7.7401579585925240e-01    4.4327895841812287e-01    3.8420538754923265e-08    5.4288539581778827e-01    9.8889786389666975e-05    8.7373944460706742e-03    6.0457585055837286e-04    
31      2.6113241877070009e-01    8.0789184155159663e-03    5.8270611129844809e+00    1.4720815865980802e+09    1.0000000000000000e+00    7.7401579594504710e-01    4.4327895830193448e-01    3.8420468641620462e-08    5.4288539593524288e-01    9.8889793328115828e-05    8.7373944382540519e-03    6.0457585024039143e-04    
32      2.6938356504595340e-01    8.2511462752533331e-03    5.4794613592996466e+00    1.4720823040487635e+09    1.0000000000000000e+00    7.7401579585659819e-01    4.4327895842171633e-01    3.8420540841596739e-08    5.4288539581416118e-01    9.8889786207325054e-05    8.7373944462748668e-03    6.0457585056813078e-04    
33      2.7746248346146934e-01    8.0789184155159663e-03    5.8382376064794714e+00    1.4720829503091578e+09    1.0000000000000000e+00    7.7401579594793857e-01    4.4327895829801733e-01    3.8420466191382051e-08    5.4288539593920915e-01    9.8889793599700354e-05    8.7373944379466623e-03    6.0457585022958031e-04    
34      2.8571362973672265e-01    8.2511462752533331e-03    5.4688825522818103e+00    1.4720836465008283e+09    1.0000000000000000e+00    7.7401579585395253e-01    4.4327895842529824e-01    3.8420542916526981e-08    5.4288539581054585e-01    9.8889786027363174e-05    8.7373944464763167e-03    6.0457585057785326e-04    
35      2.9379254815223860e-01    8.0789184155159663e-03    5.8494419193548106e+00    1.4720844075091355e+09    1.0000000000000000e+00    7.7401579595084025e-01    4.4327895829408648e-01    3.8420463727066190e-08    5.4288539594318974e-01    9.8889793874867016e-05    8.7373944376351338e-03    6.0457585021872484e-04    
36      3.0204369442749190e-01    8.2511462752533331e-03    5.4583263934118991e+00    1.4720850584371507e+09    1.0000000000000000e+00    7.7401579585131508e-01    4.4327895842886872e-01    3.8420544979791727e-08    5.4288539580694251e-01    9.8889785849749066e-05    8.7373944466750571e-03    6.0457585058754039e-04    
37      3.1006659811859827e-01    8.0229036911063558e-03    5.8606353842878098e+00    1.4720859529249423e+09    1.0000000000000000e+00    7.7401579595374193e-01    4.4327895829015534e-01    3.8420461257165867e-08    5.4288539594717078e-01    9.8889794152698946e-05    8.7373944373205017e-03    6.0457585020786255e-04    
38      3.1831774439385158e-01    8.2511462752533331e-03    5.4477927308805558e+00    1.4720865379485710e+09    1.0000000000000000e+00    7.7401579584868618e-01    4.4327895843242776e-01    3.8420547031468149e-08    5.4288539580335105e-01    9.8889785674450894e-05    8.7373944468711259e-03    6.0457585059719261e-04    
39      3.2634064808495794e-01    8.0229036911063558e-03    5.8718177352761645e+00    1.4720875910689201e+09    1.0000000000000000e+00    7.7401579595664349e-01    4.4327895828622421e-01    3.8420458781778386e-08    5.4288539595115259e-01    9.8889794433195506e-05    8.7373944370027646e-03    6.0457585019699331e-04    
40      3.3459179436021125e-01    8.2511462752533331e-03    5.4372814147145903e+00    1.4720880830163758e+09    1.0000000000000000e+00    7.7401579584606550e-01    4.4327895843597548e-01    3.8420549071632864e-08    5.4288539579977124e-01    9.8889785501437259e-05    8.7373944470645597e-03    6.0457585060681013e-04    
41      3.4261469805131761e-01    8.0229036911063558e-03    5.8830281858064826e+00    1.4720893276584027e+09    1.0000000000000000e+00    7.7401579595955550e-01    4.4327895828227920e-01    3.8420456292212201e-08    5.4288539595514884e-01    9.8889794717373352e-05    8.7373944366807739e-03    6.0457585018607930e-04    
42      3.5086584432657092e-01    8.2511462752533331e-03    5.4267922967451465e+00    1.4720896915120449e+09    1.0000000000000000e+00    7.7401579584345304e-01    4.4327895843951198e-01    3.8420551100361985e-08    5.4288539579620310e-01    9.8889785330677206e-05    8.7373944472553949e-03    6.0457585061639318e-04    
43      3.5888874801767728e-01    8.0229036911063558e-03    5.8942669632010185e+00    1.4720911650390782e+09    1.0000000000000000e+00    7.7401579596247738e-01    4.4327895827832026e-01    3.8420453788366927e-08    5.4288539595915963e-01    9.8889795005283361e-05    8.7373944363544672e-03    6.0457585017511975e-04    
44      3.6717135569166781e-01    8.2826076739905344e-03    5.4163052493874098e+00    1.4720913653916595e+09    1.0000000000000000e+00    7.7401579584084401e-01    4.4327895844304399e-01    3.8420553121577184e-08    5.4288539579263972e-01    9.8889785161818897e-05    8.7373944474440253e-03    6.0457585062596007e-04    
45      3.7545396336565834e-01    8.2826076739905344e-03    5.4058203468053661e+00    1.4720931007296257e+09    1.0000000000000000e+00    7.7401579583823832e-01    4.4327895844657145e-01    3.8420555135267473e-08    5.4288539578908113e-01    9.8889784994848917e-05    8.7373944476304664e-03    6.0457585063551091e-04    
46      3.8347686705676470e-01    8.0229036911063558e-03    5.9055342981712373e+00    1.4720931056911151e+09    1.0000000000000000e+00    7.7401579596540981e-01    4.4327895827434721e-01    3.8420451270141098e-08    5.4288539596318519e-01    9.8889795296977222e-05    8.7373944360237890e-03    6.0457585016411466e-04    
47      3.9175947473075523e-01    8.2826076739905344e-03    5.3953573739059273e+00    1.4720948928647425e+09    1.0000000000000000e+00    7.7401579583564062e-01    4.4327895845008786e-01    3.8420557137662235e-08    5.4288539578553408e-01    9.8889784830058535e-05    8.7373944478143957e-03    6.0457585064502793e-04    
48      3.9978237842186160e-01    8.0229036911063558e-03    5.9168304248901924e+00    1.4720951522291808e+09    1.0000000000000000e+00    7.7401579596835246e-01    4.4327895827036001e-01    3.8420448737432164e-08    5.4288539596722551e-01    9.8889795592507396e-05    8.7373944356886717e-03    6.0457585015306339e-04    
49      4.0806498609585212e-01    8.2826076739905344e-03    5.3849161878261018e+00    1.4720967391965454e+09    1.0000000000000000e+00    7.7401579583305113e-01    4.4327895845359322e-01    3.8420559128836450e-08    5.4288539578199846e-01    9.8889784667418140e-05    8.7373944479958443e-03    6.0457585065451123e-04    
50      4.1608788978695849e-01    8.0229036911063558e-03    5.9281555810683981e+00    1.4720973074023240e+09    1.0000000000000000e+00    7.7401579597130588e-01    4.4327895826635855e-01    3.8420446190136403e-08    5.4288539597128083e-01    9.8889795891927160e-05    8.7373944353490614e-03    6.0457585014196571e-04    
51      4.2437049746094901e-01    8.2826076739905344e-03    5.3744966473841433e+00    1.4720986370120089e+09    1.0000000000000000e+00    7.7401579583046953e-01    4.4327895845708759e-01    3.8420561108864651e-08    5.4288539577847428e-01    9.8889784506898511e-05    8.7373944481748470e-03    6.0457585066396103e-04    
52      4.3239340115205538e-01    8.0229036911063558e-03    5.9395100080307506e+00    1.4720995740940690e+09    1.0000000000000000e+00    7.7401579597426973e-01    4.4327895826234270e-01    3.8420443628148968e-08    5.4288539597535113e-01    9.8889796195290573e-05    8.7373944350048870e-03    6.0457585013082098e-04    
53      4.4067600882604591e-01    8.2826076739905344e-03    5.3640986130520023e+00    1.4721005834852076e+09    1.0000000000000000e+00    7.7401579582789637e-01    4.4327895846057097e-01    3.8420563077820907e-08    5.4288539577496120e-01    9.8889784348470824e-05    8.7373944483514418e-03    6.0457585067337765e-04    
54      4.4863708909054101e-01    7.9610802644950948e-03    5.9508501454656102e+00    1.4721019440454507e+09    1.0000000000000000e+00    7.7401579597723247e-01    4.4327895825832797e-01    3.8420441061292020e-08    5.4288539597942098e-01    9.8889796501468372e-05    8.7373944346574358e-03    6.0457585011967202e-04    
55      4.5691969676453154e-01    8.2826076739905344e-03    5.3537219469263544e+00    1.4721025756772962e+09    1.0000000000000000e+00    7.7401579582533075e-01    4.4327895846404353e-01    3.8420565035778911e-08    5.4288539577145944e-01    9.8889784192106645e-05    8.7373944485256549e-03    6.0457585068276142e-04    
56      4.6488077702902553e-01    7.9610802644939742e-03    5.9621756717127665e+00    1.4721044227989347e+09    1.0000000000000000e+00    7.7401579598019443e-01    4.4327895825431435e-01    3.8420438489687571e-08    5.4288539598349006e-01    9.8889796810453849e-05    8.7373944343067111e-03    6.0457585010851927e-04    
57      4.7316338470301605e-01    8.2826076739905344e-03    5.3433665127023557e+00    1.4721046105362248e+09    1.0000000000000000e+00    7.7401579582277336e-01    4.4327895846750537e-01    3.8420566982811883e-08    5.4288539576796879e-01    9.8889784037777947e-05    8.7373944486975243e-03    6.0457585069211234e-04    
58      4.8147329315141207e-01    8.3099084483960351e-03    5.3330151217177351e+00    1.4721066891708837e+09    1.0000000000000000e+00    7.7401579582021951e-01    4.4327895847096210e-01    3.8420568922183661e-08    5.4288539576448358e-01    9.8889783885206035e-05    8.7373944488673555e-03    6.0457585070144624e-04    
59      4.8943437341590607e-01    7.9610802644939742e-03    5.9735307514730795e+00    1.4721070206334383e+09    1.0000000000000000e+00    7.7401579598316694e-01    4.4327895825028635e-01    3.8420435903301497e-08    5.4288539598757424e-01    9.8889797123486624e-05    8.7373944339513062e-03    6.0457585009731903e-04    
60      4.9774428186430208e-01    8.3099084483960351e-03    5.3226678232329059e+00    1.4721088068256314e+09    1.0000000000000000e+00    7.7401579581766922e-01    4.4327895847441384e-01    3.8420570853895660e-08    5.4288539576100359e-01    9.8889783734376627e-05    8.7373944490351726e-03    6.0457585071076300e-04    
61      5.0570536212879602e-01    7.9610802644939742e-03    5.9849156354003137e+00    1.4721097408906467e+09    1.0000000000000000e+00    7.7401579598615022e-01    4.4327895824624369e-01    3.8420433302026636e-08    5.4288539599167362e-01    9.8889797440622902e-05    8.7373944335911568e-03    6.0457585008607075e-04    
62      5.1401527057719210e-01    8.3099084483960351e-03    5.3123414939705143e+00    1.4721109575098445e+09    1.0000000000000000e+00    7.7401579581512681e-01    4.4327895847785498e-01    3.8420572774829714e-08    5.4288539575753458e-01    9.8889783585513595e-05    8.7373944492007225e-03    6.0457585072004767e-04    
63      5.2197635084168603e-01    7.9610802644939742e-03    5.9963305780583491e+00    1.4721125870432560e+09    1.0000000000000000e+00    7.7401579598914427e-01    4.4327895824218644e-01    3.8420430685754639e-08    5.4288539599578844e-01    9.8889797761919738e-05    8.7373944332261953e-03    6.0457585007477434e-04    
64      5.3028625929008211e-01    8.3099084483960351e-03    5.3020360024769877e+00    1.4721131376815801e+09    1.0000000000000000e+00    7.7401579581259239e-01    4.4327895848128546e-01    3.8420574685058305e-08    5.4288539575407657e-01    9.8889783438590092e-05    8.7373944493640363e-03    6.0457585072930036e-04    
65      5.3859616773847818e-01    8.3099084483960351e-03    5.2917512187885656e+00    1.4721153436834595e+09    1.0000000000000000e+00    7.7401579581006563e-01    4.4327895848470544e-01    3.8420576584653574e-08    5.4288539575062933e-01    9.8889783293579678e-05    8.7373944495251470e-03    6.0457585073852150e-04    
66      5.4655724800297212e-01    7.9610802644939742e-03    6.0077758380102804e+00    1.4721155626951823e+09    1.0000000000000000e+00    7.7401579599214909e-01    4.4327895823811436e-01    3.8420428054375869e-08    5.4288539599991892e-01    9.8889798087435163e-05    8.7373944328563539e-03    6.0457585006342904e-04    
67      5.5486715645136819e-01    8.3099084483960351e-03    5.2814870144074746e+00    1.4721175717425547e+09    1.0000000000000000e+00    7.7401579580754631e-01    4.4327895848811505e-01    3.8420578473687342e-08    5.4288539574719286e-01    9.8889783150456236e-05    8.7373944496840824e-03    6.0457585074771109e-04    
68      5.6282823671586213e-01    7.9610802644939742e-03    6.0192516779085254e+00    1.4721186715818062e+09    1.0000000000000000e+00    7.7401579599516468e-01    4.4327895823402746e-01    3.8420425407779431e-08    5.4288539600406494e-01    9.8889798417228038e-05    8.7373944324815652e-03    6.0457585005203461e-04    
69      5.7114982051228402e-01    8.3215837964219445e-03    5.2712360567197356e+00    1.4721198199052637e+09    1.0000000000000000e+00    7.7401579580503310e-01    4.4327895849151661e-01    3.8420580353550813e-08    5.4288539574376460e-01    9.8889783009094772e-05    8.7373944498409847e-03    6.0457585075687596e-04    
70      5.7911090077677796e-01    7.9610802644939742e-03    6.0307583645885936e+00    1.4721219175703640e+09    1.0000000000000000e+00    7.7401579599819148e-01    4.4327895822992547e-01    3.8420422745853119e-08    5.4288539600822661e-01    9.8889798751358181e-05    8.7373944321017614e-03    6.0457585004059053e-04    
71      5.8743248457319985e-01    8.3215837964219445e-03    5.2609982958821933e+00    1.4721220834903104e+09    1.0000000000000000e+00    7.7401579580252555e-01    4.4327895849491028e-01    3.8420582224285983e-08    5.4288539574034467e-01    9.8889782869474984e-05    8.7373944499958764e-03    6.0457585076601622e-04    
72      5.9575406836962175e-01    8.3215837964219445e-03    5.2507807939640330e+00    1.4721243571387410e+09    1.0000000000000000e+00    7.7401579580002577e-01    4.4327895849829363e-01    3.8420584084644469e-08    5.4288539573693539e-01    9.8889782731670950e-05    8.7373944501486778e-03    6.0457585077512558e-04    
73      6.0364715511534561e-01    7.8930867457238651e-03    6.0422469615839285e+00    1.4721252878264883e+09    1.0000000000000000e+00    7.7401579600121617e-01    4.4327895822582597e-01    3.8420420079916788e-08    5.4288539601238650e-01    9.8889799088440716e-05    8.7373944317185124e-03    6.0457585002914548e-04    
74      6.1196873891176751e-01    8.3215837964219445e-03    5.2405834275817318e+00    1.4721266365962689e+09    1.0000000000000000e+00    7.7401579579753332e-01    4.4327895850166682e-01    3.8420585934697331e-08    5.4288539573353656e-01    9.8889782595657801e-05    8.7373944502994166e-03    6.0457585078420447e-04    
75      6.1986182565749137e-01    7.8930867457238651e-03    6.0537170829679807e+00    1.4721287887376480e+09    1.0000000000000000e+00    7.7401579600423909e-01    4.4327895822172908e-01    3.8420417410120667e-08    5.4288539601654406e-01    9.8889799428461263e-05    8.7373944313318356e-03    6.0457585001769966e-04    
76      6.2819508480194375e-01    8.3332591444523364e-03    5.2303989258912447e+00    1.4721289194424646e+09    1.0000000000000000e+00    7.7401579579504665e-01    4.4327895850503224e-01    3.8420587775806021e-08    5.4288539573014583e-01    9.8889782461316817e-05    8.7373944504482229e-03    6.0457585079325940e-04    
77      6.3652834394639612e-01    8.3332591444523364e-03    5.2202272425787974e+00    1.4721312004774377e+09    1.0000000000000000e+00    7.7401579579256563e-01    4.4327895850838994e-01    3.8420589608012692e-08    5.4288539572676298e-01    9.8889782328628672e-05    8.7373944505951245e-03    6.0457585080229037e-04    
78      6.4442143069211888e-01    7.8930867457227445e-03    6.0652183354386286e+00    1.4721324365497527e+09    1.0000000000000000e+00    7.7401579600727288e-01    4.4327895821761704e-01    3.8420414724918122e-08    5.4288539602071761e-01    9.8889799772926591e-05    8.7373944309400205e-03    6.0457585000620376e-04    
79      6.5275468983657126e-01    8.3332591444523364e-03    5.2100753879908064e+00    1.4721334738275864e+09    1.0000000000000000e+00    7.7401579579009194e-01    4.4327895851173765e-01    3.8420591430097432e-08    5.4288539572339045e-01    9.8889782197663555e-05    8.7373944507400398e-03    6.0457585081129164e-04    
80      6.6108794898102363e-01    8.3332591444523364e-03    5.1999432435553690e+00    1.4721357347519121e+09    1.0000000000000000e+00    7.7401579578762580e-01    4.4327895851507537e-01    3.8420593242130810e-08    5.4288539572002836e-01    9.8889782068397762e-05    8.7373944508830018e-03    6.0457585082026298e-04    
81      6.6898103572674639e-01    7.8930867457227445e-03    6.0767509962496327e+00    1.4721362355474286e+09    1.0000000000000000e+00    7.7401579601031800e-01    4.4327895821348984e-01    3.8420412024194505e-08    5.4288539602490715e-01    9.8889800121898758e-05    8.7373944305429892e-03    6.0457584999465712e-04    
82      6.7731429487119876e-01    8.3332591444523364e-03    5.1898306919819648e+00    1.4721379783921695e+09    1.0000000000000000e+00    7.7401579578516666e-01    4.4327895851840321e-01    3.8420595044183267e-08    5.4288539571667627e-01    9.8889781940807902e-05    8.7373944510240314e-03    6.0457585082920493e-04    
83      6.8520738161692152e-01    7.8930867457227445e-03    6.0883153471884226e+00    1.4721401901448822e+09    1.0000000000000000e+00    7.7401579601337434e-01    4.4327895820934732e-01    3.8420409307833787e-08    5.4288539602911279e-01    9.8889800475440850e-05    8.7373944301406704e-03    6.0457584998305951e-04    
84      6.9354064076137500e-01    8.3332591444534570e-03    5.1797376172382146e+00    1.4721401997804296e+09    1.0000000000000000e+00    7.7401579578271484e-01    4.4327895852172128e-01    3.8420596836325135e-08    5.4288539571333427e-01    9.8889781814870935e-05    8.7373944511631597e-03    6.0457585083811773e-04    
85      7.0189349739638052e-01    8.3528566350055383e-03    5.1696520429921256e+00    1.4721423990971785e+09    1.0000000000000000e+00    7.7401579578026691e-01    4.4327895852503352e-01    3.8420598620722381e-08    5.4288539570999850e-01    9.8889781690417888e-05    8.7373944513005723e-03    6.0457585084701198e-04    
86      7.0978658414210327e-01    7.8930867457227445e-03    6.0999116746833648e+00    1.4721443048864825e+09    1.0000000000000000e+00    7.7401579601644199e-01    4.4327895820518931e-01    3.8420406575718553e-08    5.4288539603333463e-01    9.8889800833616931e-05    8.7373944297329913e-03    6.0457584997141009e-04    
87      7.1813944077710878e-01    8.3528566350055383e-03    5.1595739743887181e+00    1.4721445770380161e+09    1.0000000000000000e+00    7.7401579577782387e-01    4.4327895852833987e-01    3.8420600397399260e-08    5.4288539570666861e-01    9.8889781567433813e-05    8.7373944514362884e-03    6.0457585085588769e-04    
88      7.2649229741211430e-01    8.3528566350055383e-03    5.1495151251095237e+00    1.4721467342760935e+09    1.0000000000000000e+00    7.7401579577538770e-01    4.4327895853163662e-01    3.8420602164330654e-08    5.4288539570334882e-01    9.8889781446042513e-05    8.7373944515701692e-03    6.0457585086473489e-04    
89      7.3438538415783816e-01    7.8930867457238651e-03    6.1115402699142880e+00    1.4721485844473298e+09    1.0000000000000000e+00    7.7401579601952086e-01    4.4327895820101576e-01    3.8420403827729922e-08    5.4288539603757291e-01    9.8889801196492134e-05    8.7373944293198755e-03    6.0457584995970873e-04    
90      7.4273824079284367e-01    8.3528566350055383e-03    5.1394753801992472e+00    1.4721488734978886e+09    1.0000000000000000e+00    7.7401579577295831e-01    4.4327895853492388e-01    3.8420603921587192e-08    5.4288539570003869e-01    9.8889781326221910e-05    8.7373944517022423e-03    6.0457585087355368e-04    
91      7.5109109742784919e-01    8.3528566350055383e-03    5.1294546258754430e+00    1.4721509973917503e+09    1.0000000000000000e+00    7.7401579577053614e-01    4.4327895853820160e-01    3.8420605669239501e-08    5.4288539569673844e-01    9.8889781207950184e-05    8.7373944518325357e-03    6.0457585088234439e-04    
