3904
0.0 3475006935.2663546
2.935029805691214e-13 3470851341.603503
8.800958481386534e-13 3466918885.6555753
1.1733922819234193e-12 3463172068.6018796
1.7599851494929513e-12 3458410445.0419493
2.346578017062483e-12 3457023397.158276
1.6423567558025118e-11 3456893675.982327
2.3462062328506434e-11 3456748008.4186435
3.050055709898775e-11 3456552310.372709
4.457754663995038e-11 3456518198.889469
5.16160414104317e-11 3456216232.4579678
5.865453618091301e-11 3455717081.1407623
7.273152572187565e-11 3455530567.2983828
7.977002049235696e-11 3454715554.533002
9.384701003331961e-11 3454620331.3748703
1.0088550480380092e-10 3453461540.0910783
1.1496249434476356e-10 3452852245.9410896
1.2903948388572617e-10 3452380724.443714
1.3002925607635758e-10 3452307730.2379436
1.370677508468389e-10 3451513278.380476
1.4410624561732022e-10 3450294955.874562
1.5818323515828285e-10 3449956269.328654
1.6522172992876416e-10 3448493731.349497
1.7929871946972682e-10 3447634439.8210006
1.8633721424020814e-10 3446620897.5325747
2.0041420378117077e-10 3445983411.5735707
2.0122076897407888e-10 3444868100.5526447
2.082592637445602e-10 3444713944.3246636
2.2233625328552282e-10 3442797090.1748233
2.3641324282648543e-10 3441954457.711967
2.368164221495473e-10 3441640068.3246074
2.4385491692002865e-10 3440886013.3984017
2.579319064609913e-10 3438166563.8516836
2.860856789961322e-10 3438154575.4752684
2.868922441890403e-10 3437933068.5673943
2.939307389595216e-10 3435248416.4589906
3.0800772850048427e-10 3433728085.102507
3.1504622327096556e-10 3433424099.9435863
3.1585278846387367e-10 3433371960.95217
3.299297780048363e-10 3430602743.634274
3.580835505399772e-10 3429081194.638562
3.588901157328853e-10 3428996220.959085
3.6592861050336666e-10 3427608572.341251
3.800056000443293e-10 3425656527.491265
3.940825895852919e-10 3425099368.113258
3.9488915477820003e-10 3423650670.7969575
4.019276495486813e-10 3422832037.508473
4.3008142208382223e-10 3421423788.633402
4.3088798727673033e-10 3419129499.171086
4.5904175981187124e-10 3417986502.5626965
4.5984832500477935e-10 3417582874.4034863
4.668868197752606e-10 3415664937.5610547
4.950405923104016e-10 3413293725.415426
4.965801920409873e-10 3412389596.9288964
5.247339645761281e-10 3410689379.195126
5.317724593466095e-10 3409200088.563623
5.599262318817504e-10 3408891912.62146
5.606960317470432e-10 3406096106.1481967
5.614658316123361e-10 3406025317.8919854
5.896196041474769e-10 3404925450.8809547
5.931387482593255e-10 3402854886.879884
6.212925207944663e-10 3402134876.0110955
6.22832120525052e-10 3400968555.808147
6.263512646369006e-10 3399726231.1879096
6.545050371720414e-10 3398435235.346431
6.552748370373343e-10 3396687658.641858
6.834286095724752e-10 3396146942.0016527
6.84198409437768e-10 3394983698.5447044
