# Entropy Sorting merger, performed at 12-09-2025 15:47:07
# star_mass = 16.3388431180549389
# num_shells = 151
# chemical_species = h1, he3, he4, c12, n14, o16
id      mass                      dm                        density                   entropy                   passive_scalar            mean_mu                   h1                        he3                       he4                       c12                       n14                       o16                       
92      1.0131523426811498e+01    1.4533755532398204e-01    1.8420485730459619e+00    1.8750198837342014e+09    9.0328095325544588e-01    6.1470867904424586e-01    7.1454288200945448e-01    8.8174408231073691e-06    2.7089027815247629e-01    2.5362650128165899e-04    3.3194367354498489e-03    6.5902118999832246e-03    
93      1.0245382985637336e+01    1.1385955882584275e-01    1.9457623608079653e+00    1.8759390185958276e+09    9.3974132613771078e-01    6.1467276329753850e-01    7.1462316541349524e-01    8.6190048562999037e-06    2.7079402595136404e-01    1.6470373268722292e-04    3.4137525642351954e-03    6.6009860728306492e-03    
94      1.0297767736609403e+01    5.2384750972067559e-02    1.6392729602710918e+00    1.8764827378571312e+09    8.6902627398097199e-01    6.1462672729067913e-01    7.1471576286081362e-01    1.0690355132173983e-05    2.7072727679067493e-01    3.3591306265863861e-04    3.2097015859711897e-03    6.6059080842181123e-03    
95      1.0410056844190773e+01    1.1228910758137416e-01    1.8690334209900186e+00    1.8769949349527447e+09    9.3889856131932914e-01    6.1464819781943814e-01    7.1467564335755052e-01    9.5914876491663005e-06    2.7074046959001152e-01    1.6617964749884639e-04    3.4095672214779714e-03    6.6038014352805541e-03    
96      1.0521268415621179e+01    1.1121157143040993e-01    1.8184225339835876e+00    1.8777024441988549e+09    9.3830654550471992e-01    6.1463480088841560e-01    7.1470420955302927e-01    1.0327984786012114e-05    2.7071117750804008e-01    1.6727689681940525e-04    3.4070812475715147e-03    6.6051795492224211e-03    
97      1.0631217265019027e+01    1.0994884939785900e-01    1.7745121308766809e+00    1.8784304397792699e+09    9.3909194494373183e-01    6.1462407873616542e-01    7.1472713871916682e-01    1.1083675755160164e-05    2.7068701547804114e-01    1.6520115041285979e-04    3.4085844456075418e-03    6.6062292704852166e-03    
98      1.0725464382354511e+01    9.4247117335483743e-02    1.6950118992671930e+00    1.8791621302668729e+09    9.2894455807427834e-01    6.1461137599404714e-01    7.1475336295053726e-01    1.2044489574920331e-05    2.7066384438377872e-01    1.9014850710657674e-04    3.3784716031501909e-03    6.6073808053210420e-03    
99      1.0811734829746811e+01    8.6270447392304356e-02    1.6369789341924095e+00    1.8798742051821544e+09    9.2237468594494021e-01    6.1460193078111158e-01    7.1477288555298202e-01    1.2870787058687523e-05    2.7064625875673265e-01    2.0737542993895760e-04    3.3576183600517529e-03    6.6082438527046480e-03    
100     1.0967660879713257e+01    1.5592604996645046e-01    1.5677982311950454e+00    1.8809303361099746e+09    9.1513647465750325e-01    6.1459136299981276e-01    7.1479457800824520e-01    1.3995266505451641e-05    2.7062708344292946e-01    2.2984641827545786e-04    3.3306774002808165e-03    6.6090722032322927e-03    
101     1.1114113541330905e+01    1.4645266161764178e-01    1.4992856097968079e+00    1.8823773590768321e+09    9.1074708170959928e-01    6.1458066420007129e-01    7.1481641290452691e-01    1.5396996489936383e-05    2.7060790377161964e-01    2.5473322198791561e-04    3.3010068763144516e-03    6.6097989685296229e-03    
102     1.1251311463554808e+01    1.3719792222390595e-01    1.4354191389244577e+00    1.8838409223929014e+09    9.0587800063884572e-01    6.1457048349233068e-01    7.1483671541163896e-01    1.6818155344502853e-05    2.7059230184131794e-01    2.9190532924017860e-04    3.2571241090464061e-03    6.6103878928805617e-03    
103     1.1366472139650899e+01    1.1516067609609087e-01    1.4932058509194008e+00    1.8851927839670613e+09    9.4461929849905835e-01    6.1457714440620503e-01    7.1482415575359226e-01    1.7621676275359114e-05    2.7059478741261961e-01    2.3535633123151364e-04    3.3241778103668589e-03    6.6091537553830222e-03    
104     1.1446377319306125e+01    7.9905179655228545e-02    1.2198528991839335e+00    1.8862584797419140e+09    8.4036882076875719e-01    6.1453286727523160e-01    7.1490947517816628e-01    1.9968229729244002e-05    2.7055221969109033e-01    5.0911627463212314e-04    3.0010924045895215e-03    6.6133809612610676e-03    
105     1.1505887008116126e+01    5.9509688810005804e-02    1.3100038908441431e+00    1.8870263952879579e+09    8.9543232852105759e-01    6.1454823533301217e-01    7.1487977712596107e-01    2.0053310429203606e-05    2.7056570977835920e-01    4.1089231755012730e-04    3.1174214481251056e-03    6.6113987590440204e-03    
106     1.1630222118960186e+01    1.2433511084405849e-01    1.2890395392685379e+00    1.8880555675189240e+09    8.9990293896784435e-01    6.1454372868977070e-01    7.1488823772831589e-01    2.1074552536926530e-05    2.7056115618484433e-01    4.4044186953113006e-04    3.0829702501380500e-03    6.6113721541021780e-03    
107     1.1777931022451389e+01    1.4770890349121218e-01    1.1962367991457685e+00    1.8898971290818486e+09    8.7566946617853658e-01    6.1444937239307074e-01    7.1507354502296094e-01    2.2927239328326399e-05    2.7045616136743367e-01    9.4421474897149742e-04    2.4826563462891252e-03    6.6257480144852289e-03    
108     1.1903796437977146e+01    1.2586541552574773e-01    1.1200360914740966e+00    1.8920022789152594e+09    8.5648061647975593e-01    6.1431585580151749e-01    7.1533500222961122e-01    2.4754215665115199e-05    2.7031418087981424e-01    1.6870904022917906e-03    1.5984056894458064e-03    6.6458193226405461e-03    
109     1.2052371060085676e+01    1.4857462210853020e-01    1.1190495447803459e+00    1.8938800112896492e+09    8.8041989553563693e-01    6.1429997501018330e-01    7.1536352191196229e-01    2.6448377825038588e-05    2.7030971212973337e-01    1.8415825259914225e-03    1.4181397360568330e-03    6.6458480578996974e-03    
110     1.2101096356320552e+01    4.8725296234875329e-02    1.0907739371078224e+00    1.8952838368838694e+09    8.8144914660065710e-01    6.1428846277905536e-01    7.1538424256516264e-01    2.7853385397596807e-05    2.7030585339608032e-01    1.9511970165867600e-03    1.2902410730674567e-03    6.6458653031738783e-03    
111     1.2245439879042664e+01    1.4434352272211451e-01    1.0590900586027570e+00    1.8966910611024027e+09    8.7994420514661664e-01    6.1427883415205264e-01    7.1540155628604229e-01    2.9301582789802883e-05    2.7030218794738170e-01    2.0417852855436386e-03    1.1845437328704062e-03    6.6458779048405876e-03    
112     1.2345725654860624e+01    1.0028577581796419e-01    1.0343241264846534e+00    1.8985020082252896e+09    8.8764810536274630e-01    6.1426889751730962e-01    7.1541934686273467e-01    3.1211528308344476e-05    2.7029804311472716e-01    2.1351284266833063e-03    1.0756328972929361e-03    6.6458899097223047e-03    
113     1.2438776158011626e+01    9.3050503150996555e-02    9.9287452012469102e-01    1.8999825575846310e+09    8.7891202587017170e-01    6.1426182438543320e-01    7.1543205970088608e-01    3.2719495473140560e-05    2.7029450987113102e-01    2.1992593288742558e-03    1.0008070575551755e-03    6.6458972855489651e-03    
114     1.2575585008323538e+01    1.3680885031190854e-01    9.6021379677130014e-01    1.9018214028363092e+09    8.7952904705614821e-01    6.1425540746163054e-01    7.1544352704806702e-01    3.4496113279998977e-05    2.7029088920476740e-01    2.2570037580581844e-03    9.3343314649582231e-04    6.6459034688001010e-03    
115     1.2659581218318424e+01    8.3996209994883678e-02    9.1751830208138430e-01    1.9036905152530677e+09    8.7081828223633029e-01    6.1425012164552595e-01    7.1545301767379976e-01    3.6039428071747257e-05    2.7028748505946121e-01    2.3027859261743008e-03    8.8001665408612333e-04    6.6459079978754181e-03    
116     1.2742339933545974e+01    8.2758715227547172e-02    8.9377102246461337e-01    1.9051808258599396e+09    8.7054067183203809e-01    6.1424702859362390e-01    7.1545855015996440e-01    3.7120638230105603e-05    2.7028526590162111e-01    2.3291549990433731e-03    8.4925058677179518e-04    6.6459104538377787e-03    
117     1.2823919170340197e+01    8.1579236794224519e-02    8.7065026366331388e-01    1.9067169503198674e+09    8.7031134977610669e-01    6.1424443374818538e-01    7.1546320558041043e-01    3.8060982448137097e-05    2.7028325511414958e-01    2.3506662905789935e-03    8.2415241353545033e-04    6.6459123583461257e-03    
118     1.2936180991670046e+01    1.1226182132984043e-01    8.3317387094069961e-01    1.9086117663071947e+09    8.6042564050092629e-01    6.1424171789702353e-01    7.1546815999117086e-01    3.8860145568253459e-05    2.7028103121163499e-01    2.3718456421286034e-03    7.9944162614856292e-04    6.6459141228173771e-03    
119     1.3077074104897013e+01    1.4089311322696124e-01    7.9412847181626567e-01    1.9111644734365985e+09    8.5544102880215478e-01    6.1423899881636490e-01    7.1547315611102458e-01    3.9621919197352523e-05    2.7027866832500164e-01    2.3922168852396385e-03    7.7567377350383244e-04    6.6459157255013990e-03    
120     1.3148655115205889e+01    7.1581010308886042e-02    7.7185754276164176e-01    1.9133327137780759e+09    8.6131617421587003e-01    6.1423726021763503e-01    7.1547636783742130e-01    4.0096340283403442e-05    2.7027708079920054e-01    2.4048093190088596e-03    7.6098177981381767e-04    6.6459166637405538e-03    
121     1.3254114683204417e+01    1.0545956799852391e-01    7.4740972169942788e-01    1.9151522093754606e+09    8.5999162132313178e-01    6.1423598697078641e-01    7.1547879955697946e-01    4.0192040113986105e-05    2.7027594404410216e-01    2.4131537419520696e-03    7.5124610964253703e-04    6.6459172466786943e-03    
122     1.3323231246891428e+01    6.9116563687017130e-02    7.2486050341875230e-01    1.9169717500641789e+09    8.6000187190395549e-01    6.1423491179647183e-01    7.1548089237203916e-01    4.0146310693915411e-05    2.7027500097695839e-01    2.4197781850428418e-03    7.4351720523684322e-04    6.6459176894975063e-03    
123     1.3425140801491857e+01    1.0190955460043163e-01    7.0289875345998143e-01    1.9188162406282034e+09    8.5998475105150085e-01    6.1423400979446841e-01    7.1548269472001313e-01    3.9950935646771339e-05    2.7027424408325140e-01    2.4248789033509193e-03    7.3756608372420535e-04    6.6459180134821301e-03    
124     1.3580640077353641e+01    1.5549927586178136e-01    6.6303472274203734e-01    1.9217788324575064e+09    8.5069307557588192e-01    6.1423280824842175e-01    7.1548519636937613e-01    3.9337428272019939e-05    2.7027333727728586e-01    2.4307671831558159e-03    7.3069611633782541e-04    6.6459183650409851e-03    
125     1.3645029935088901e+01    6.4389857735262651e-02    6.4212450643682450e-01    1.9244854871046505e+09    8.5908299468242266e-01    6.1423204547425048e-01    7.1548680639019679e-01    3.8873135251647337e-05    2.7027277977539177e-01    2.4342966887106769e-03    7.2657818472062039e-04    6.6459185651970201e-03    
126     1.3762288811961909e+01    1.1725887687300507e-01    6.1223956344961161e-01    1.9268786530658133e+09    8.4821489553896234e-01    6.1423141093403244e-01    7.1548822223185882e-01    3.8211034001151928e-05    2.7027240824303433e-01    2.4365900274095761e-03    7.2390251746731857e-04    6.6459186856975133e-03    
127     1.3845922196939778e+01    8.3633384977874842e-02    5.8514371873795157e-01    1.9296256585981226e+09    8.4347417572051886e-01    6.1423083495165764e-01    7.1548952987738246e-01    3.7529072630080335e-05    2.7027209798998303e-01    2.4384826852573921e-03    7.2169433353187469e-04    6.6459187806837943e-03    
128     1.3999591869470468e+01    1.5366967253068914e-01    5.5227822811405802e-01    1.9330110984322419e+09    8.3541960955347316e-01    6.1423024897832457e-01    7.1549090174984842e-01    3.6684261407992559e-05    2.7027183481329514e-01    2.4400660482610933e-03    7.1984701174826384e-04    6.6459188549077399e-03    
129     1.4098967343548400e+01    9.9375474077924728e-02    5.2325274534176602e-01    1.9367639068964868e+09    8.3541897131793563e-01    6.1422974204261449e-01    7.1549211226231912e-01    3.5867140660764958e-05    2.7027163738307114e-01    2.4412418561355373e-03    7.1847519053935675e-04    6.6459189067424622e-03    
130     1.4195518061931942e+01    9.6550718383537779e-02    5.0084276103863756e-01    1.9398017125848088e+09    8.3497827938595337e-01    6.1422939897584750e-01    7.1549295076864872e-01    3.5243636922177164e-05    2.7027152887864991e-01    2.4418808648007983e-03    7.1772965750756766e-04    6.6459189329394121e-03    
131     1.4289633359271816e+01    9.4115297339873560e-02    4.7962181245530700e-01    1.9428763772668939e+09    8.3509028126609219e-01    6.1422910141958209e-01    7.1549368964827020e-01    3.4660359677602193e-05    2.7027144999985397e-01    2.4423412196241472e-03    7.1719256132058221e-04    6.6459189507219680e-03    
132     1.4381355141626708e+01    9.1721782354886816e-02    4.5921494984525740e-01    1.9459823808095710e+09    8.3517735040233609e-01    6.1422884028945213e-01    7.1549434692838154e-01    3.4116058038105263e-05    2.7027139244611115e-01    2.4426737770696025e-03    7.1680456704960511e-04    6.6459189628186640e-03    
133     1.4477997485315468e+01    9.6642343688756710e-02    4.4423344909255369e-01    1.9492274705258186e+09    8.4763729924264519e-01    6.1422862671553391e-01    7.1549488834479102e-01    3.3656844331751750e-05    2.7027135039206179e-01    2.4429146752182589e-03    7.1652351194806244e-04    6.6459189711174710e-03    
134     1.4550356793070994e+01    7.2359307755524405e-02    4.0766550364802817e-01    1.9522580587377708e+09    8.0180943324288145e-01    6.1422833937207089e-01    7.1549563326357113e-01    3.2978335402879618e-05    2.7027131606471505e-01    2.4431071747933034e-03    7.1629892380272332e-04    6.6459189771835136e-03    
135     1.4676685591262913e+01    1.2632879819191800e-01    3.9944437396641169e-01    1.9559278796426337e+09    8.3489855469980057e-01    6.1422820045591486e-01    7.1549598990678120e-01    3.2663226062621546e-05    2.7027129459721405e-01    2.4432275757841895e-03    7.1615845273858528e-04    6.6459189808880034e-03    
136     1.4751209156275177e+01    7.4523565012257764e-02    3.7342885175639656e-01    1.9598611696116302e+09    8.1991859215549379e-01    6.1422798841700821e-01    7.1549654401663043e-01    3.2146347593467634e-05    2.7027127512735083e-01    2.4433341471368987e-03    7.1603411686750780e-04    6.6459189838894359e-03    
137     1.4894730457736761e+01    1.4352130146158337e-01    3.5143075217385222e-01    1.9643979111349440e+09    8.2029010519505885e-01    6.1422781201935406e-01    7.1549700711887665e-01    3.1708515584868760e-05    2.7027126179166699e-01    2.4434057558611628e-03    7.1595057171989379e-04    6.6459189857591182e-03    
138     1.4963797437259913e+01    6.9066979523146818e-02    3.3062289920486321e-01    1.9689943345169711e+09    8.2062589132914643e-01    6.1422765631166920e-01    7.1549741768832553e-01    3.1315451649222742e-05    2.7027125246554817e-01    2.4434548331236099e-03    7.1589331386920146e-04    6.6459189869528422e-03    
139     1.5096715569158082e+01    1.3291813189816731e-01    3.1099793615523502e-01    1.9735648333112686e+09    8.2091147489836969e-01    6.1422752542283721e-01    7.1549776425338196e-01    3.0979724477545924e-05    2.7027124661667468e-01    2.4434847676887057e-03    7.1585838962765955e-04    6.6459189876182838e-03    
140     1.5160634590342223e+01    6.3919021184142624e-02    2.9244391236620954e-01    1.9782706095016956e+09    8.2116195168728889e-01    6.1422740969667744e-01    7.1549807143864885e-01    3.0680044668148938e-05    2.7027124252189688e-01    2.4435052320869563e-03    7.1583451412575113e-04    6.6459189880418452e-03    
141     1.5272488228604040e+01    1.1185363826181047e-01    2.7171955168777451e-01    1.9827864471050816e+09    8.0368213854002468e-01    6.1422730572560880e-01    7.1549834820921476e-01    3.0407871317412246e-05    2.7027123997476504e-01    2.4435175327589434e-03    7.1582016313915858e-04    6.6459189882733987e-03    
142     1.5379186785679144e+01    1.0669855707509990e-01    2.6304651169115612e-01    1.9886086843833797e+09    8.5310956249377390e-01    6.1422723447788186e-01    7.1549853779290740e-01    3.0221662142206215e-05    2.7027123809200859e-01    2.4435264834441429e-03    7.1580972053326497e-04    6.6459189884331919e-03    
143     1.5445606995112593e+01    6.6420209433438626e-02    2.3112329401658807e-01    1.9933674065218153e+09    7.7240820212100680e-01    6.1422711631168259e-01    7.1549885337282715e-01    2.9908503991640060e-05    2.7027123670582348e-01    2.4435326970230807e-03    7.1580247127311415e-04    6.6459189885300233e-03    
144     1.5600546068716810e+01    1.5493907360421422e-01    2.1993341697434463e-01    1.9998357449851089e+09    8.1684206578348884e-01    6.1422706074429279e-01    7.1549900171186065e-01    2.9761481159059829e-05    2.7027123594705460e-01    2.4435360416519562e-03    7.1579856916300017e-04    6.6459189885792703e-03    
145     1.5743623858564730e+01    1.4307778984791952e-01    1.9477635139558430e-01    2.0094749891043327e+09    8.1728242656593397e-01    6.1422696842460356e-01    7.1549924851694702e-01    2.9515875395259117e-05    2.7027123523942870e-01    2.4435389918595462e-03    7.1579512722067765e-04    6.6459189886175296e-03    
146     1.5875593467345650e+01    1.3196960878091762e-01    1.7236081365340092e-01    2.0190452950927558e+09    8.1760432590019172e-01    6.1422689867862656e-01    7.1549943510645497e-01    2.9329821556015567e-05    2.7027123491471627e-01    2.4435402576085644e-03    7.1579365050121468e-04    6.6459189886315679e-03    
147     1.5933636248263140e+01    5.8042780917483432e-02    1.5598303582484208e-01    2.0264026257474995e+09    8.0565444568225852e-01    6.1422685566451563e-01    7.1549955022629808e-01    2.9214903714884107e-05    2.7027123478925208e-01    2.4435407168399248e-03    7.1579311472743789e-04    6.6459189886359845e-03    
148     1.6067894690832500e+01    1.3425844256935618e-01    1.4226210054458518e-01    2.0345471330048547e+09    8.1648495208792138e-01    6.1422682334562373e-01    7.1549963673898742e-01    2.9128495093581386e-05    2.7027123472321707e-01    2.4435409450391066e-03    7.1579284849336946e-04    6.6459189886379109e-03    
149     1.6217320825526098e+01    1.4942613469361282e-01    1.1867338904992966e-01    2.0476027240600317e+09    7.9114019173544781e-01    6.1422677914492718e-01    7.1549975507849106e-01    2.9010236996595365e-05    2.7027123467030412e-01    2.4435411160016432e-03    7.1579264903597853e-04    6.6459189886391703e-03    
150     1.6338843118054939e+01    1.2152229252885646e-01    1.0186952334371109e-01    2.0617894419890051e+09    8.1937803457559943e-01    6.1422675151278361e-01    7.1549982906610321e-01    2.8936278537494578e-05    2.7027123465078579e-01    2.4435411738106352e-03    7.1579258159184991e-04    6.6459189886395242e-03    
