# 29-04-2026 10:47:57
# star_mass = 15.6269593047138304
# num_shells = 196
# element_names = h1, he3, he4, c12, n14, o16
id      mass                      dm                        radius                    density                   pressure                  e_thermal                 buoyancy                  temperature               mean_mu                   passive_scalar            h1                        he3                       he4                       c12                       n14                       o16                       
50      4.2247137401899026e+00    7.8180062673958162e-02    9.4545460703579753e-01    4.1148219425692503e+00    1.5172917807606740e+16    6.1086393175303940e+15    2.5258441326042708e+16    2.8153380899206653e+07    7.0883637757241058e-01    6.4557077113026062e-01    5.3952552728827419e-01    8.8956724877154964e-06    4.4637395256672946e-01    1.6086143968348330e-04    6.8006740189923932e-03    2.7353417533011702e-03    
51      4.3036998611633459e+00    7.8986120973443263e-02    9.5553023153840433e-01    4.0388131176845423e+00    1.4805678754129802e+16    6.0812486560971170e+15    2.5509883108144384e+16    2.8081801474976905e+07    7.1238502878095822e-01    6.6654874349516313e-01    5.3383170806901492e-01    8.6124386841319856e-06    4.5208493887812917e-01    1.6760111905239991e-04    6.9031351088223881e-03    2.6092571257656282e-03    
52      4.3831912388320653e+00    7.9491377668719387e-02    9.6560722938458876e-01    3.9637141199222521e+00    1.4444452040649458e+16    6.0538322990305700e+15    2.5767703265058380e+16    2.8011328779914208e+07    7.1607637780361189e-01    6.8814371801717100e-01    5.2796902263044454e-01    8.2761506321074175e-06    4.5796435574365529e-01    1.6860723086370815e-04    7.0155534869239585e-03    2.4794374969489040e-03    
53      4.4623687002859622e+00    7.9177461453896925e-02    9.7578886219716388e-01    3.8896078233863736e+00    1.4092510508885046e+16    6.0161769190648580e+15    2.5914734728544624e+16    2.7807109743169114e+07    7.1459106069683009e-01    6.7949474609748661e-01    5.3032028896414196e-01    8.7302023373826134e-06    4.5560804410680600e-01    1.8007626933659644e-04    6.9566536370263207e-03    2.5314595598203934e-03    
54      4.5407033445009750e+00    7.8334644215012794e-02    9.8567597360200243e-01    3.8174765381852080e+00    1.3751471378432410e+16    5.9810790328409860e+15    2.6084323873025856e+16    2.7632175022405542e+07    7.1414724226100779e-01    6.7690928465156408e-01    5.3102455038243424e-01    9.0365382162011207e-06    4.5490293930222442e-01    1.8852351264146260e-04    6.9331840497751738e-03    2.5470189541771026e-03    
55      4.6197645884178851e+00    7.9061243916910051e-02    9.9570394589236944e-01    3.7465426167592750e+00    1.3416668845654274e+16    5.9521219613243810e+15    2.6324726710960288e+16    2.7535993208063148e+07    7.1678994664308016e-01    6.9232015689820481e-01    5.2684169733440234e-01    8.8307439402274365e-06    4.5909852043236876e-01    1.9418684031316543e-04    7.0076256333968931e-03    2.4543917550472606e-03    
56      4.6986832095162798e+00    7.8918621098394759e-02    1.0055974601367754e+00    3.6764158012115034e+00    1.3088855706637340e+16    5.9215643839258060e+15    2.6548758086123736e+16    2.7414834522291921e+07    7.1843707312159744e-01    7.0220204654786500e-01    5.2424212150793881e-01    8.7716107806461503e-06    4.6174570767814321e-01    4.3918077862184073e-04    6.7688391137458552e-03    2.4006320502383198e-03    
57      4.7777169556879775e+00    7.9033746171697672e-02    1.0156101119387813e+00    3.6076311669507253e+00    1.2770536162875812e+16    5.8839483818827500e+15    2.6689187296326248e+16    2.7202166807144322e+07    7.1639338598427926e-01    6.9056771081924007e-01    5.2745372936462698e-01    9.3481401628453797e-06    4.5855105082182185e-01    5.9932626577788816e-04    6.5178590186314471e-03    2.4739391284474463e-03    
58      4.8568244362587620e+00    7.9107480570784539e-02    1.0255990516689006e+00    3.5398016035680326e+00    1.2457743788842544e+16    5.8483179551012060e+15    2.6855245410975024e+16    2.7016273399634238e+07    7.1542107259528964e-01    6.8493324267704292e-01    5.2898980602637224e-01    9.7648907895085186e-06    4.5701457371616566e-01    6.2495538512858935e-04    6.4581718871561658e-03    2.5079808338563619e-03    
59      4.9365517173919491e+00    7.9727281133187056e-02    1.0355704899986851e+00    3.4728438806777029e+00    1.2149629298138676e+16    5.8183756092419460e+15    2.7092560834545032e+16    2.6903621007657707e+07    7.1741272100119058e-01    6.9650055797026700e-01    5.2584606078340101e-01    9.6495911955968519e-06    4.6016644389117611e-01    6.2060372203127370e-04    6.5243931948344809e-03    2.4381015568299478e-03    
60      5.0159107663272557e+00    7.9359048935306653e-02    1.0458309926014540e+00    3.4067141441689199e+00    1.1848242946216248e+16    5.7839663393002220e+15    2.7278222654866796e+16    2.6732614480865855e+07    7.1703238631753108e-01    6.9431154102089143e-01    5.2644442477575737e-01    9.9633729208723857e-06    4.5956906908802514e-01    6.3834128082741845e-04    6.4921263541572244e-03    2.4513278677805359e-03    
61      5.0948987929267959e+00    7.8988026599540184e-02    1.0556411304787603e+00    3.3421621043396170e+00    1.1555618348601370e+16    5.7511588584524270e+15    2.7479320934961800e+16    2.6578815166898977e+07    7.1727845358231201e-01    6.9574765414322870e-01    5.2605639642060664e-01    1.0165201887886258e-05    4.5995974484619201e-01    6.4893094022132553e-04    6.4873617727857318e-03    2.4426535577751186e-03    
62      5.1738205518894107e+00    7.8921758962614774e-02    1.0656310358427241e+00    3.2787754300574132e+00    1.1270038738050006e+16    5.7190310426518740e+15    2.7688107916504424e+16    2.6431467210023846e+07    7.1775059010919551e-01    6.9848879102913553e-01    5.2531311035089245e-01    1.0323018370754353e-05    4.6070613997645182e-01    6.5611330376228166e-04    6.4934710637249817e-03    2.4260950262661343e-03    
63      5.2525554902366434e+00    7.8734938347232664e-02    1.0754485184314284e+00    3.2163257294915728e+00    1.0989378546808992e+16    5.6920468818362170e+15    2.7965396701196976e+16    2.6348941866029490e+07    7.2093772030955783e-01    7.1683451305292711e-01    5.2032379442399801e-01    9.9261568004153112e-06    4.6570577393453599e-01    6.3251724660335945e-04    6.6179767177632050e-03    2.3152642597676805e-03    
64      5.3322854478908761e+00    7.9729957654232742e-02    1.0854403495676714e+00    3.1546570837008665e+00    1.0716776871625740e+16    5.6518137161040040e+15    2.8072616875971268e+16    2.6095906197112743e+07    7.1694427284108764e-01    6.9384351948461009e-01    5.2658146268457195e-01    1.0982272216873979e-05    4.5943866322640009e-01    6.8637181568560594e-04    6.4336117315536394e-03    2.4541610090403764e-03    
65      5.4108244183489145e+00    7.8538970458038371e-02    1.0955420580938731e+00    3.0939631034047070e+00    1.0448482458230400e+16    5.6206269441381690e+15    2.8298148816047092e+16    2.5956909468856223e+07    7.1771622772255950e-01    6.9831863729407573e-01    5.2536592574609187e-01    1.1084920506818016e-05    4.6065772547188227e-01    6.8786371170840557e-04    6.4555263278770663e-03    2.4271265614022501e-03    
66      5.4899493359969007e+00    7.9124917647986237e-02    1.1055149836278184e+00    3.0343044380091251e+00    1.0186238752421704e+16    5.5908470643296830e+15    2.8542993752300544e+16    2.5833928373797227e+07    7.1914769867886730e-01    7.0658259045041072e-01    5.2311919272002216e-01    1.1034283982460953e-05    4.6290954719800398e-01    6.8064897846876636e-04    6.5076271501306156e-03    2.3772024088605744e-03    
67      5.5694141218488875e+00    7.9464785851986797e-02    1.1154697049985900e+00    2.9753473615940242e+00    9.9297701408363720e+15    5.5558020705852320e+15    2.8720030873062916e+16    2.5643291218915634e+07    7.1768352792843815e-01    6.9814603196508807e-01    5.2541663995732080e-01    1.1613632160693860e-05    4.6060937099321470e-01    7.0597785189859420e-04    6.4334791102720786e-03    2.4281711946019823e-03    
