# 12-09-2025 15:49:25
# star_mass = 15.6269569279461766
# num_shells = 143
# element_names = h1, he3, he4, c12, n14, o16
id      mass                      dm                        radius                    density                   pressure                  e_thermal                 buoyancy                  temperature               mean_mu                   passive_scalar            h1                        he3                       he4                       c12                       n14                       o16                       
34      3.8554683492169408e+00    1.4777527977942251e-01    8.9386810806327555e-01    4.5276795014092324e+00    1.7192922808475932e+16    6.2846986943482900e+15    2.4348202132804712e+16    2.8973147322701771e+07    7.0752644484887439e-01    6.3772840353363713e-01    5.4164308084793045e-01    7.8534915286245081e-06    4.4424572733474277e-01    1.2587238692979687e-04    6.8003181690566060e-03    2.7824005092802616e-03    
35      3.9488272012433234e+00    9.3358852026382610e-02    9.0981684163041454e-01    4.3999470007046737e+00    1.6561720931649032e+16    6.2366318389711820e+15    2.4666589082368452e+16    2.8788109593286663e+07    7.1018193621512493e-01    6.5351196919839416e-01    5.3736104268082718e-01    7.8625389441488935e-06    4.4854105301532499e-01    1.3450765978082602e-04    6.8732451253316297e-03    2.6875417192599249e-03    
36      4.0975801667584610e+00    1.4875296551513761e-01    9.2410073186736241e-01    4.2753016434566185e+00    1.5951047942665026e+16    6.1846022398980800e+15    2.4950297253398668e+16    2.8553127971015107e+07    7.1103199985694110e-01    6.5854961424850011e-01    5.3599674521318308e-01    8.0979482454544937e-06    4.4991064827274962e-01    1.4501531177974481e-04    6.8874596642420670e-03    2.6572863292685213e-03    
37      4.1811782796208039e+00    8.3598112862342866e-02    9.4077000848861980e-01    4.1593581880209172e+00    1.5386728058096978e+16    6.1359766711624050e+15    2.5235116201606404e+16    2.8344071753275592e+07    7.1242527224287655e-01    6.6676936850822011e-01    5.3376799143399167e-01    8.2386697641947562e-06    4.5214697435585161e-01    1.5425103478145294e-04    6.9199008219098983e-03    2.6078964231697381e-03    
38      4.2428245538335867e+00    6.1646274212782792e-02    9.4867375402977117e-01    4.0884322810367868e+00    1.5044148867335670e+16    6.1038353316588260e+15    2.5394817728281120e+16    2.8189760063583810e+07    7.1238134748831106e-01    6.6651862341241752e-01    5.3383787518617587e-01    8.4574179583663492e-06    4.5207763172449172e-01    1.5994789881559847e-04    6.9119272222925125e-03    2.6094132897345516e-03    
39      4.3780386462061109e+00    1.3521409237252424e-01    9.6454894566381777e-01    3.9939523953063687e+00    1.4590270101682634e+16    6.0626913165833370e+15    2.5638157345002668e+16    2.8010465334546413e+07    7.1343670252235425e-01    6.7272655816039495e-01    5.3215515055978346e-01    8.5884029535649632e-06    4.5376655779625580e-01    1.6997456595244030e-04    6.9328586782091582e-03    2.5721227363140662e-03    
40      4.4906876716714956e+00    1.1264902546538469e-01    9.7938100738873102e-01    3.8782175018825042e+00    1.4038474399064182e+16    6.0109674272481830e+15    2.5944589817547092e+16    2.7783488379885618e+07    7.1467127858488655e-01    6.7996458250181990e-01    5.3019299247177754e-01    8.7593670062464945e-06    4.5573581014965581e-01    1.8095095209254668e-04    6.9581037166762845e-03    2.5286360822601240e-03    
41      4.5586360200354026e+00    6.7948348363906952e-02    9.8835457449521347e-01    3.7959128645794946e+00    1.3648284783295084e+16    5.9768134484588240e+15    2.6208676785796644e+16    2.7662240074471254e+07    7.1728688218047831e-01    6.9519613448036777e-01    5.2605892991695768e-01    8.5936874988434015e-06    4.5988240791423807e-01    1.8650475229110437e-04    7.0317315613320150e-03    2.4370849071508418e-03    
42      4.6599467518894491e+00    1.0131073185404649e-01    9.9805279538357305e-01    3.7200096705843002e+00    1.3292796303450598e+16    5.9379963719151680e+15    2.6378926340524936e+16    2.7457585669037461e+07    7.1611583787558730e-01    6.8847496188637347e-01    5.2790384502609544e-01    9.0248273610040844e-06    4.5804219278997665e-01    2.4848699853123666e-04    6.9230241932764685e-03    2.4786789042277159e-03    
43      4.7793390108617624e+00    1.1939225897231331e-01    1.0146989789322658e+00    3.6229599986079464e+00    1.2841429077503736e+16    5.8924881501341280e+15    2.6658541488563892e+16    2.7250608744433988e+07    7.1687721444648767e-01    6.9337001937174125e-01    5.2669074262554250e-01    9.2167395411092405e-06    4.5931497065477433e-01    5.9143892654541571e-04    6.5418746628972914e-03    2.4570091301678765e-03    
44      4.8781163623636541e+00    9.8777351501891708e-02    1.0267007448201024e+00    3.5294255936051733e+00    1.2409672760446356e+16    5.8445663111485100e+15    2.6902027149487220e+16    2.7010182395211965e+07    7.1618274734406284e-01    6.8936177505289020e-01    5.2778558316921487e-01    9.6685166240076758e-06    4.5822143007224247e-01    6.2011291301041199e-04    6.4872308620424713e-03    2.4812272063343484e-03    
45      5.0164004752098670e+00    1.3828411284621289e-01    1.0436768131969647e+00    3.4300500062893367e+00    1.1954425586080760e+16    5.7962838863873460e+15    2.7213473585844648e+16    2.6794492090587016e+07    7.1721627542947552e-01    6.9537193799125208e-01    5.2615496770060177e-01    9.8453172598071619e-06    4.5985834164947342e-01    6.3172077408292786e-04    6.5054562176500600e-03    2.4449210804004221e-03    
46      5.1040063713599277e+00    8.7605896150060758e-02    1.0573139514704633e+00    3.3376249106882181e+00    1.1534742881177072e+16    5.7504765823452240e+15    2.7514445595714092e+16    2.6589163627447024e+07    7.1817636614019098e-01    7.0093783230146023e-01    5.2464449031399163e-01    1.0009732655862484e-05    4.6137430614271929e-01    6.4041280236426122e-04    6.5247354725483974e-03    2.4112982751891120e-03    
47      5.2456802640823721e+00    1.4167389272244435e-01    1.0714317475580089e+00    3.2458740664906638e+00    1.1122362856567764e+16    5.7032825126457490e+15    2.7812466570976324e+16    2.6367647805801917e+07    7.1855470978311753e-01    7.0313544673519712e-01    5.2405000826693793e-01    1.0287255300804396e-05    4.6197228041541599e-01    6.5307547131068138e-04    6.5215774830216554e-03    2.3980238474815905e-03    
48      5.3246994163909021e+00    7.9019152308529961e-02    1.0855376502352341e+00    3.1595725846608711e+00    1.0738495724875560e+16    5.6549360578060770e+15    2.8062508139455768e+16    2.6114733986657582e+07    7.1720174407905235e-01    6.9533356633797916e-01    5.2617590704882666e-01    1.0913751961647093e-05    4.5984483441079937e-01    6.8290256242876425e-04    6.4455358546098773e-03    2.4451591108423684e-03    
49      5.4690712460492517e+00    1.4437182965834960e-01    1.0995223531235645e+00    3.0740176366662557e+00    1.0360308203580090e+16    5.6126541624974060e+15    2.8404956715330872e+16    2.5940444410188418e+07    7.1922916780624513e-01    7.0704595272990878e-01    5.2299185072180121e-01    1.0847363312220387e-05    4.6303627454539642e-01    6.7373958240998593e-04    6.5181380737769296e-03    2.3744024527717301e-03    
50      5.6216626715038025e+00    1.5259142545455084e-01    1.1151908103257264e+00    2.9630936305094240e+00    9.8762569535870460e+15    5.5511495379935840e+15    2.8793874072427316e+16    2.5637036332079958e+07    7.1881873612366809e-01    7.0469740762325161e-01    5.2363424061723929e-01    1.1409554494305171e-05    4.6239495957424503e-01    6.9420473661477387e-04    6.4818458555795256e-03    2.3885924012957112e-03    
51      5.7181965211849652e+00    9.6533849681162742e-02    1.1341414127089033e+00    2.8725809808045994e+00    9.4854436835561820e+15    5.5007830017528320e+15    2.9139221531671176e+16    2.5394729917864516e+07    7.1892843070459655e-01    7.0534033676730956e-01    5.2346183033360483e-01    1.1789094517617772e-05    4.6256923613350959e-01    7.0476741175767767e-04    6.4729203231533305e-03    2.3847094429255804e-03    
52      5.7893051973715384e+00    7.1108676186573128e-02    1.1431604502376707e+00    2.8127609438687711e+00    9.2298333460342280e+15    5.4649660378735150e+15    2.9347121681823536e+16    2.5205441355782256e+07    7.1782735183984869e-01    6.9899673379166394e-01    5.2518965950098717e-01    1.2321872600055080e-05    4.6083949324348528e-01    7.2522508337992831e-04    6.4155191441181061e-03    2.4230338948980764e-03    
53      5.8859078179791231e+00    9.6602620607584733e-02    1.1569080576562674e+00    2.7538406586413577e+00    8.9787538794881760e+15    5.4355698488938430e+15    2.9649235009934812e+16    2.5096067398937371e+07    7.2022234799910534e-01    7.1279127331545900e-01    5.2143722558784011e-01    1.2022835195999591e-05    4.6459893521850026e-01    7.0297672596848694e-04    6.5143951493248590e-03    2.3396972226389506e-03    
54      5.9513087877758011e+00    6.5400969796677977e-02    1.1658110796473666e+00    2.6979111208327566e+00    8.7431497946821440e+15    5.4009549513472660e+15    2.9851988140811964e+16    2.4910080103699666e+07    7.1895390100051004e-01    7.0550592600164386e-01    5.2342109002466575e-01    1.2583328587587815e-05    4.6261254077833541e-01    7.2416993102103044e-04    6.4511577679021550e-03    2.3837109089567365e-03    
55      6.0799300012931967e+00    1.2862121351739564e-01    1.1769784271882022e+00    2.6317304716009486e+00    8.4660732794536540e+15    5.3631749705435430e+15    3.0153818184928348e+16    2.4731809808712237e+07    7.1939992416891541e-01    7.0807887296323735e-01    5.2272234396870865e-01    1.2777284251609453e-05    4.6331319673492438e-01    7.2513548248069582e-04    6.4636318085690425e-03    2.3681674605340831e-03    
56      6.1777193239360670e+00    9.7789322642870324e-02    1.1933256983371052e+00    2.5561744317111295e+00    8.1527899352022890e+15    5.3192984435721180e+15    3.0510217354253988e+16    2.4521856283514902e+07    7.1976288125149968e-01    7.1017182637903986e-01    5.2215430182712619e-01    1.3027229042601665e-05    4.6388294239718098e-01    7.2737354135014366e-04    6.4720839294623430e-03    2.3555238153062812e-03    
57      6.2641335528033926e+00    8.6414228867325527e-02    1.2051056685988493e+00    2.4960615210009758e+00    7.9050549566395410e+15    5.2840334508087750e+15    3.0811601505153248e+16    2.4358074275741164e+07    7.2038945157050449e-01    7.1377316775759136e-01    5.2117533863208798e-01    1.3128891429804644e-05    4.6486402856161552e-01    7.2440396111303463e-04    6.4945853725003298e-03    2.3337673207218679e-03    
58      6.3736392616194726e+00    1.0950570881608002e-01    1.2171170217324518e+00    2.4330194132994714e+00    7.6480012156925210e+15    5.2452562600128530e+15    3.1116808364709860e+16    2.4164257888342157e+07    7.2012141845092337e-01    7.1224032553030692e-01    5.2159360474425487e-01    1.3466542863847361e-05    4.6444560230759635e-01    7.3241460757355042e-04    6.4771364311651440e-03    2.3430281060147335e-03    
59      6.4273697504618665e+00    5.3730488842393953e-02    1.2285487534286026e+00    2.3814677186491693e+00    7.4394363077279090e+15    5.2106090368033100e+15    3.1337105855753204e+16    2.3974375956249069e+07    7.1857510842692185e-01    7.0335100722267863e-01    5.2401375960572161e-01    1.4104060298481903e-05    4.6202198048188087e-01    7.5571565151447172e-04    6.4029612009366957e-03    2.3967317391164859e-03    
60      6.5380762236354704e+00    1.1070647317360383e-01    1.2370666421919747e+00    2.3301000622534689e+00    7.2330078492265780e+15    5.1806105899892450e+15    3.1639718157880044e+16    2.3839370709797628e+07    7.1957427778312211e-01    7.0910545028164507e-01    5.2244849102158009e-01    1.4040513814990097e-05    4.6359009987490701e-01    7.4636602204602520e-04    6.4442878248523964e-03    2.3619674822680900e-03    
61      6.6359139996211836e+00    9.7837775985713193e-02    1.2513001073598518e+00    2.2662478587514494e+00    6.9783823337562000e+15    5.1414195357499810e+15    3.2009685009158308e+16    2.3653451586554084e+07    7.2014864809183077e-01    7.1240823164443057e-01    5.2155057959167428e-01    1.4122980411850804e-05    4.6448983674497407e-01    7.4284879540671093e-04    6.4658500683005757e-03    2.3420145587010324e-03    
62      6.7681921681366211e+00    1.3227816851543750e-01    1.2685514221905687e+00    2.1971035671868488e+00    6.7051858371377100e+15    5.0982044948907490e+15    3.2428249893588220e+16    2.3447774382619753e+07    7.2076584223896434e-01    7.1595096085567000e-01    5.2058733983457606e-01    1.4181596564749794e-05    4.6545498064321622e-01    7.3857340771182542e-04    6.4895652526954150e-03    2.3206120047042250e-03    
63      6.8653352083232990e+00    9.7143040186677965e-02    1.2822760567235163e+00    2.1297763208306990e+00    6.4420143966112290e+15    5.0514933794752640e+15    3.2790417321725432e+16    2.3197872803093906e+07    7.1921124684403315e-01    7.0703039001649770e-01    5.2301613066675245e-01    1.4836870531937162e-05    4.6302270956047931e-01    7.6204286441760346e-04    6.4150283532017904e-03    2.3745044240855336e-03    
64      7.0059022818566961e+00    1.4056707353339704e-01    1.2999249539516586e+00    2.0611657953047375e+00    6.1766136679662660e+15    5.0085340011653840e+15    3.3268913784870236e+16    2.2999305014507066e+07    7.2044664442549511e-01    7.1412917865793413e-01    5.2108491914369370e-01    1.4656297151397780e-05    4.6495728601520447e-01    7.4898453011141078e-04    6.4677883079181063e-03    2.3316184453894416e-03    
65      7.0990159265770716e+00    9.3113644720375532e-02    1.3152176183553272e+00    1.9955704987212692e+00    5.9249603180543950e+15    4.9649605479600450e+15    3.3724952934242980e+16    2.2789991551442169e+07    7.2099584391344163e-01    7.1727871304728208e-01    5.2022846711630311e-01    1.4632875315022155e-05    4.6581537208603596e-01    7.4437783322838489e-04    6.4898116185436111e-03    2.3125912100424146e-03    
66      7.1720473612004252e+00    7.3031434623353597e-02    1.3266907993565167e+00    1.9495432483588486e+00    5.7512291403488190e+15    4.9287788529799090e+15    3.3957880311850996e+16    2.2572136126018103e+07    7.1790389245985231e-01    6.9950496766426895e-01    5.2506657854611349e-01    1.5632825242575300e-05    4.6096989603943783e-01    7.8672284423409193e-04    6.3464539248426245e-03    2.4199685595978318e-03    
67      7.2562513521340257e+00    8.4203990933600537e-02    1.3373913766375431e+00    1.9066212233353488e+00    5.5895634848488960e+15    4.9026339777564840e+15    3.4331698725888136e+16    2.2462719875574570e+07    7.1974594692879124e-01    7.1011551675065643e-01    5.2217912527807941e-01    1.5140205705244661e-05    4.6386205524559415e-01    7.6392637446156034e-04    6.4291389177381156e-03    2.3558667178901786e-03    
