# 12-09-2025 15:48:49
# star_mass = 7.1063820468268721
# num_shells = 1962
# element_names = h1, he3, he4, c12, n14, o16
id      mass                      dm                        radius                    density                   pressure                  e_thermal                 buoyancy                  temperature               mean_mu                   passive_scalar            h1                        he3                       he4                       c12                       n14                       o16                       
27      7.1668506581310326e-02    5.8129810876536066e-03    2.0106883770141348e-01    1.2156969943705603e+01    4.4965374744299344e+16    5.7611596773062950e+15    1.2879353054177078e+16    2.8765687855575953e+07    6.7245835545770571e-01    0.0000000000000000e+00    6.0130634779520198e-01    2.7628373709918437e-07    3.8469675102914253e-01    7.4774741651314051e-05    7.6665400451581536e-03    1.8605628445782772e-03    
28      7.7481487668963983e-02    5.8129810876536066e-03    2.0649224061150656e-01    1.2118651602252847e+01    4.4737071220258816e+16    5.7495481920799760e+15    1.2888454862645164e+16    2.8712739037524741e+07    6.7245835545554922e-01    0.0000000000000000e+00    6.0130634779910130e-01    2.7628375577610405e-07    3.8469675102502038e-01    7.4774740478019598e-05    7.6665400464666651e-03    1.8605628446472270e-03    
29      8.3294468756617626e-02    5.8129810876536066e-03    2.1166033516083588e-01    1.2081339617213359e+01    4.4515176824377096e+16    5.7382282064669160e+15    1.2897383234700594e+16    2.8661102164793871e+07    6.7245835545344756e-01    0.0000000000000000e+00    6.0130634780290093e-01    2.7628377395528610e-07    3.8469675102100598e-01    7.4774739349363321e-05    7.6665400477247733e-03    1.8605628447142645e-03    
30      8.9107449844271269e-02    5.8129810876536066e-03    2.1660222572599228e-01    1.2044938568884140e+01    4.4299093339694776e+16    5.7271717632956150e+15    1.2906156694596118e+16    2.8610650939077102e+07    6.7245835545139632e-01    0.0000000000000000e+00    6.0130634780660908e-01    2.7628379167607922e-07    3.8469675101709067e-01    7.4774738261791014e-05    7.6665400489364889e-03    1.8605628447795435e-03    
31      9.6044926426393368e-02    6.9374765821218010e-03    2.2223741887913492e-01    1.2005919931651956e+01    4.4067928087501768e+16    5.7153096086594820e+15    1.2915637018630938e+16    2.8556503396809712e+07    6.7245835544919763e-01    0.0000000000000000e+00    6.0130634781058323e-01    2.7628381064515020e-07    3.8469675101289713e-01    7.4774737110724088e-05    7.6665400502183168e-03    1.8605628448493533e-03    
32      1.0298240300851545e-01    6.9374765821218010e-03    2.2761857904870264e-01    1.1964544398816036e+01    4.3823263203492664e+16    5.7027112785656760e+15    1.2925763549541536e+16    2.8498976495298184e+07    6.7245835544686616e-01    0.0000000000000000e+00    6.0130634781479630e-01    2.7628383072754397e-07    3.8469675100845430e-01    7.4774735908168563e-05    7.6665400515566985e-03    1.8605628449231812e-03    
33      1.0991987959063752e-01    6.9374765821218010e-03    2.3277369356002794e-01    1.1924146712815302e+01    4.3584867655651808e+16    5.6903947523860630e+15    1.2935731067403112e+16    2.8442715791675232e+07    6.7245835544458488e-01    0.0000000000000000e+00    6.0130634781891845e-01    2.7628385034879618e-07    3.8469675100411016e-01    7.4774734748435094e-05    7.6665400528466666e-03    1.8605628449952427e-03    
34      1.1685735617275961e-01    6.9374765821218010e-03    2.3772612773296026e-01    1.1884643332841097e+01    4.3352215756034160e+16    5.6783355969669640e+15    1.2945555558367840e+16    2.8387610987440169e+07    6.7245835544233901e-01    0.0000000000000000e+00    6.0130634782297621e-01    2.7628386963609113e-07    3.8469675099983663e-01    7.4774733622946991e-05    7.6665400540978116e-03    1.8605628450660140e-03    
35      1.2379483275488168e-01    6.9374765821218010e-03    2.4249561352104509e-01    1.1845962514171431e+01    4.3124855608908704e+16    5.6665128376952490e+15    1.2955250700655846e+16    2.8333567414900433e+07    6.7245835544012622e-01    0.0000000000000000e+00    6.0130634782697323e-01    2.7628388860702320e-07    3.8469675099562978e-01    7.4774732529786679e-05    7.6665400553123063e-03    1.8605628451355673e-03    
36      1.3073230933700375e-01    6.9374765821218010e-03    2.4709898376546335e-01    1.1808042063319560e+01    4.2902395103579928e+16    5.6549082987660960e+15    1.2964828308089280e+16    2.8280503054093640e+07    6.7245835543794541e-01    0.0000000000000000e+00    6.0130634783091252e-01    2.7628390727726773e-07    3.8469675099148620e-01    7.4774731467233463e-05    7.6665400564921030e-03    1.8605628452039663e-03    
37      1.3766978591912585e-01    6.9374765821218010e-03    2.5155072741400736e-01    1.1770827618618750e+01    4.2684491182089600e+16    5.6435060982804860e+15    1.2974298669526870e+16    2.8228346249910094e+07    6.7245835543579435e-01    0.0000000000000000e+00    6.0130634783479708e-01    2.7628392566088981e-07    3.8469675098740264e-01    7.4774730433733219e-05    7.6665400576389625e-03    1.8605628452712695e-03    
38      1.4460726250124792e-01    6.9374765821218010e-03    2.5586341609516111e-01    1.1734271312771941e+01    4.2470841486998576e+16    5.6322922556494580e+15    1.2983670812365358e+16    2.8177033937164951e+07    6.7245835543367238e-01    0.0000000000000000e+00    6.0130634783862924e-01    2.7628394377058864e-07    3.8469675098337630e-01    7.4774729427874221e-05    7.6665400587544877e-03    1.8605628453375286e-03    
39      1.4841539863805298e-01    3.8081361368051494e-03    2.5817564272003080e-01    1.1706449555782008e+01    4.2308465076130016e+16    5.6237429157752350e+15    1.2990839496074708e+16    2.8137905232965026e+07    6.7245835543204968e-01    0.0000000000000000e+00    6.0130634784155856e-01    2.7628395759263125e-07    3.8469675098030043e-01    7.4774728669284443e-05    7.6665400595952839e-03    1.8605628453880723e-03    
40      1.5222353477485803e-01    3.8081361368051494e-03    2.6045094544387593e-01    1.1686897518077801e+01    4.2194520205076736e+16    5.6177343813442900e+15    1.2995908979683940e+16    2.8110397450605214e+07    6.7245835543090782e-01    0.0000000000000000e+00    6.0130634784362036e-01    2.7628396731284900e-07    3.8469675097813621e-01    7.4774728139271330e-05    7.6665400601825398e-03    1.8605628454236066e-03    
41      1.5603167091166312e-01    3.8081361368051494e-03    2.6269085690185823e-01    1.1667516143940182e+01    4.2081682320633048e+16    5.6117745315481610e+15    1.3000954052407222e+16    2.8083107732129242e+07    6.7245835542977384e-01    0.0000000000000000e+00    6.0130634784566783e-01    2.7628397695815896e-07    3.8469675097598760e-01    7.4774727616731473e-05    7.6665400607613243e-03    1.8605628454588579e-03    
42      1.5983980704846817e-01    3.8081361368051494e-03    2.6489681073743171e-01    1.1648299887718284e+01    4.1969916292819672e+16    5.6058617476972380e+15    1.3005975748822266e+16    2.8056028779917363e+07    6.7245835542864707e-01    0.0000000000000000e+00    6.0130634784770154e-01    2.7628398653014171e-07    3.8469675097385414e-01    7.4774727101486305e-05    7.6665400613318410e-03    1.8605628454938326e-03    
43      1.6364794318527323e-01    3.8081361368051494e-03    2.6707015018541280e-01    1.1629243514082212e+01    4.1859188940815952e+16    5.5999945018001520e+15    1.3010975043770828e+16    2.8029153705933772e+07    6.7245835542752808e-01    0.0000000000000000e+00    6.0130634784972159e-01    2.7628399603030713e-07    3.8469675097173556e-01    7.4774726593364928e-05    7.6665400618942834e-03    1.8605628455285370e-03    
44      1.6745607932207832e-01    3.8081361368051494e-03    2.6921213572975200e-01    1.1610342073793456e+01    4.1749468881316568e+16    5.5941713494618390e+15    1.3015952857089272e+16    2.8002475999632113e+07    6.7245835542641641e-01    0.0000000000000000e+00    6.0130634785172832e-01    2.7628400546009957e-07    3.8469675096963157e-01    7.4774726092203424e-05    7.6665400624488364e-03    1.8605628455629767e-03    
45      1.7126421545888337e-01    3.8081361368051494e-03    2.7132395195443770e-01    1.1591590881881210e+01    4.1640726391925880e+16    5.5883909234901640e+15    1.3020910057867690e+16    2.7975989499063596e+07    6.7245835542531174e-01    0.0000000000000000e+00    6.0130634785372206e-01    2.7628401482090186e-07    3.8469675096754175e-01    7.4774725597844544e-05    7.6665400629956802e-03    1.8605628455971579e-03    
46      1.7507235159568840e-01    3.8081361368051494e-03    2.7340671368844782e-01    1.1572985497935081e+01    4.1532933287757088e+16    5.5826519281215400e+15    1.3025847468289784e+16    2.7949688364784461e+07    6.7245835542421417e-01    0.0000000000000000e+00    6.0130634785570314e-01    2.7628402411403956e-07    3.8469675096546591e-01    7.4774725110137244e-05    7.6665400635349849e-03    1.8605628456310861e-03    
47      1.7907546022808751e-01    4.0031086323993421e-03    2.7556593832987936e-01    1.1554048529661429e+01    4.1423326982655664e+16    5.5768072849133260e+15    1.3030892584840792e+16    2.7922898366242204e+07    6.7245835542309529e-01    0.0000000000000000e+00    6.0130634785772208e-01    2.7628403357698450e-07    3.8469675096335093e-01    7.4774724616617793e-05    7.6665400640805329e-03    1.8605628456656283e-03    
48      1.8307856886048660e-01    4.0031086323993421e-03    2.7769536746691131e-01    1.1534791344797403e+01    4.1311975569827248e+16    5.5708598186918460e+15    1.3036042630284530e+16    2.7895632426111680e+07    6.7245835542195609e-01    0.0000000000000000e+00    6.0130634785977788e-01    2.7628404320414737e-07    3.8469675096119799e-01    7.4774724117811244e-05    7.6665400646317300e-03    1.8605628457007645e-03    
49      1.8708167749288565e-01    4.0031086323993421e-03    2.7979608442909448e-01    1.1515681680017284e+01    4.1201586832616704e+16    5.5649541655036980e+15    1.3041173315896308e+16    2.7868553438145772e+07    6.7245835542082399e-01    0.0000000000000000e+00    6.0130634786182047e-01    2.7628405276068976e-07    3.8469675095905947e-01    7.4774723625880069e-05    7.6665400651751356e-03    1.8605628457356378e-03    
50      1.9108478612528473e-01    4.0031086323993421e-03    2.8186911113956525e-01    1.1496715345416574e+01    4.1092134122037424e+16    5.5590891027818300e+15    1.3046285411588038e+16    2.7841655894979328e+07    6.7245835541969923e-01    0.0000000000000000e+00    6.0130634786385007e-01    2.7628406224791913e-07    3.8469675095693512e-01    7.4774723140674185e-05    7.6665400657109205e-03    1.8605628457702538e-03    
51      1.9508789475768459e-01    4.0031086324001305e-03    2.8391541280099764e-01    1.1477888357111492e+01    4.0983592086287904e+16    5.5532634680640770e+15    1.3051379647995172e+16    2.7814934560540665e+07    6.7245835541858134e-01    0.0000000000000000e+00    6.0130634786586690e-01    2.7628407166709242e-07    3.8469675095482481e-01    7.4774722662049030e-05    7.6665400662392471e-03    1.8605628458046183e-03    
52      1.9909100339008443e-01    4.0031086324001305e-03    2.8593590213571335e-01    1.1459196923072575e+01    4.0875936581920136e+16    5.5474761548473910e+15    1.3056456719221516e+16    2.7788384451323234e+07    6.7245835541747034e-01    0.0000000000000000e+00    6.0130634786787140e-01    2.7628408101941856e-07    3.8469675095272804e-01    7.4774722189865391e-05    7.6665400667602765e-03    1.8605628458387351e-03    
53      2.0309411202248431e-01    4.0031086324001305e-03    2.8793144323046083e-01    1.1440637430196421e+01    4.0769144592754872e+16    5.5417261088052650e+15    1.3061517285340974e+16    2.7762000819298495e+07    6.7245835541636612e-01    0.0000000000000000e+00    6.0130634786986359e-01    2.7628409030606201e-07    3.8469675095064476e-01    7.4774721723988962e-05    7.6665400672741579e-03    1.8605628458726099e-03    
54      2.0709722065488417e-01    4.0031086324001305e-03    2.8990285502973440e-01    1.1422206432490414e+01    4.0663194155763776e+16    5.5360123243321180e+15    1.3066561974684120e+16    2.7735779136306342e+07    6.7245835541526844e-01    0.0000000000000000e+00    6.0130634787184367e-01    2.7628409952814477e-07    3.8469675094857453e-01    7.4774721264290141e-05    7.6665400677810407e-03    1.8605628459062468e-03    
55      2.1127651093191979e-01    4.1792902770358877e-03    2.9193612652349610e-01    1.1403497371131083e+01    4.0555750847068808e+16    5.5302089142396860e+15    1.3071702763654614e+16    2.7709141524488375e+07    6.7245835541415322e-01    0.0000000000000000e+00    6.0130634787385528e-01    2.7628410888828955e-07    3.8469675094647204e-01    7.4774720800661020e-05    7.6665400682920702e-03    1.8605628459403859e-03    
56      2.1545580120895541e-01    4.1792902770358877e-03    2.9394478340511038e-01    1.1384518888186307e+01    4.0446866159979520e+16    5.5243179703753900e+15    1.3076937510046056e+16    2.7682097566120792e+07    6.7245835541302090e-01    0.0000000000000000e+00    6.0130634787589765e-01    2.7628411838194864e-07    3.8469675094433797e-01    7.4774720333511453e-05    7.6665400688067809e-03    1.8605628459750106e-03    
57      2.1963509148599103e-01    4.1792902770358877e-03    2.9592962133826300e-01    1.1365669960808809e+01    4.0338831746136600e+16    5.5184634859665790e+15    1.3082156858365050e+16    2.7655216330651641e+07    6.7245835541189547e-01    0.0000000000000000e+00    6.0130634787792758e-01    2.7628412780872734e-07    3.8469675094221756e-01    7.4774719872691337e-05    7.6665400693143220e-03    1.8605628460093904e-03    
58      2.2381438176302662e-01    4.1792902770358877e-03    2.9789139584844493e-01    1.1346947327285681e+01    4.0231626772983272e+16    5.5126445089051280e+15    1.3087361398679118e+16    2.7628493532582745e+07    6.7245835541077659e-01    0.0000000000000000e+00    6.0130634787994530e-01    2.7628413716973212e-07    3.8469675094011041e-01    7.4774719418072315e-05    7.6665400698148383e-03    1.8605628460435307e-03    
59      2.2799367204006227e-01    4.1792902770358877e-03    2.9983082505511149e-01    1.1328347868816735e+01    4.0125231309987576e+16    5.5068601287048540e+15    1.3092551694072400e+16    2.7601925074187104e+07    6.7245835540966437e-01    0.0000000000000000e+00    6.0130634788195114e-01    2.7628414646603132e-07    3.8469675093801631e-01    7.4774718969530232e-05    7.6665400703084712e-03    1.8605628460774347e-03    
60      2.3217296231709786e-01    4.1792902770358877e-03    3.0174859217145300e-01    1.1309868600742295e+01    4.0019626273529472e+16    5.5011094739378340e+15    1.3097728282332036e+16    2.7575507033931818e+07    6.7245835540855858e-01    0.0000000000000000e+00    6.0130634788394510e-01    2.7628415569865747e-07    3.8469675093593508e-01    7.4774718526945055e-05    7.6665400707953569e-03    1.8605628461111077e-03    
61      2.3635225259413425e-01    4.1792902770366770e-03    3.0364534779541114e-01    1.1291506664284181e+01    3.9914793376097824e+16    5.4953917099676430e+15    1.3102891677816214e+16    2.7549235656181831e+07    6.7245835540745935e-01    0.0000000000000000e+00    6.0130634788592752e-01    2.7628416486860947e-07    3.8469675093386652e-01    7.4774718090200542e-05    7.6665400712756272e-03    1.8605628461445534e-03    
62      2.4053154287117068e-01    4.1792902770366770e-03    3.0552171201300710e-01    1.1273259317136690e+01    3.9810715079397312e+16    5.4897060378349220e+15    1.3108042376422306e+16    2.7523107345494904e+07    6.7245835540636612e-01    0.0000000000000000e+00    6.0130634788789861e-01    2.7628417397685370e-07    3.8469675093181033e-01    7.4774717659184168e-05    7.6665400717494106e-03    1.8605628461777757e-03    
63      2.4487084995722044e-01    4.3393070860498102e-03    3.0744897495329365e-01    1.1254776364614054e+01    3.9705396198132576e+16    5.4839434716849360e+15    1.3113279843768552e+16    2.7496621127377018e+07    6.7245835540525833e-01    0.0000000000000000e+00    6.0130634788989601e-01    2.7628418319753106e-07    3.8469675092972722e-01    7.4774717225642998e-05    7.6665400722257778e-03    1.8605628462114105e-03    
64      2.4921015704327024e-01    4.3393070860498102e-03    3.0935552412622097e-01    1.1236064524847075e+01    3.9598876556475144e+16    5.4781055963458430e+15    1.3118602398578794e+16    2.7469784270110320e+07    6.7245835540413623e-01    0.0000000000000000e+00    6.0130634789191917e-01    2.7628419252689478e-07    3.8469675092761796e-01    7.4774716789899448e-05    7.6665400727043654e-03    1.8605628462454444e-03    
65      2.5354946412932000e-01    4.3393070860498102e-03    3.1124196191567011e-01    1.1217467890245722e+01    3.9493117140871344e+16    5.4722998967129970e+15    1.3123912777652068e+16    2.7443090751713507e+07    6.7245835540302024e-01    0.0000000000000000e+00    6.0130634789393056e-01    2.7628420179272265e-07    3.8469675092552136e-01    7.4774716359982658e-05    7.6665400731763551e-03    1.8605628462792501e-03    
66      2.5788877121536979e-01    4.3393070860498102e-03    3.1310886335788890e-01    1.1198983855236518e+01    3.9388101272985800e+16    5.4665256160650180e+15    1.3129211454247002e+16    2.7416537167124830e+07    6.7245835540191090e-01    0.0000000000000000e+00    6.0130634789593063e-01    2.7628421099596718e-07    3.8469675092343730e-01    7.4774715935781429e-05    7.6665400736418724e-03    1.8605628463128311e-03    
67      2.6222807830141959e-01    4.3393070860498102e-03    3.1495677782000503e-01    1.1180609916529363e+01    3.9283812923986592e+16    5.4607820277372220e+15    1.3134498883164590e+16    2.7390120246693719e+07    6.7245835540080778e-01    0.0000000000000000e+00    6.0130634789791926e-01    2.7628422013755174e-07    3.8469675092136552e-01    7.4774715517187911e-05    7.6665400741010425e-03    1.8605628463461915e-03    
68      2.6656738538746938e-01    4.3393070860498102e-03    3.1678623054959498e-01    1.1162343667452948e+01    3.9180236678778856e+16    5.4550684334545040e+15    1.3139775501804162e+16    2.7363836848662198e+07    6.7245835539971077e-01    0.0000000000000000e+00    6.0130634789989679e-01    2.7628422921837205e-07    3.8469675091930589e-01    7.4774715104097492e-05    7.6665400745539805e-03    1.8605628463793347e-03    
